SPOT,AGE,SEX,Total accommodation fee,Total transportation cost,Number_of_people,Accommodation
124,4,0,0,1,1,1
0,5,0,0,1,1,0
0,4,1,0,1,1,0
40,2,0,0,1,3,0
7,5,1,0,1,0,0
7,3,0,0,1,0,0
202,3,1,183,3,1,1
189,2,1,0,2,4,1
3,4,0,30,1,0,1
0,1,0,0,1,1,0
138,1,1,0,1,0,1
125,4,1,0,1,1,0
7,4,0,0,1,1,0
8,2,0,0,1,2,0
8,4,0,0,1,1,1
12,4,0,58,1,3,1
146,3,0,0,1,1,0
1,4,1,0,2,0,0
0,2,0,0,1,1,0
2,5,1,0,1,0,0
226,3,0,0,2,6,1
3,3,0,11,1,3,1
0,4,0,0,1,3,0
0,1,0,0,1,2,0
216,4,1,58,2,3,1
4,3,0,183,2,1,1
177,4,1,71,2,1,1
46,1,1,0,1,1,0
6,4,0,183,2,18,1
177,5,1,166,4,7,1
4,1,1,37,1,1,1
0,4,0,0,1,0,1
92,1,0,0,1,2,1
201,4,1,106,3,3,1
12,4,0,0,1,2,1
44,2,0,58,1,1,1
4,4,0,0,2,5,0
202,2,0,0,2,0,1
36,4,1,0,1,1,1
18,1,1,82,1,3,1
4,2,1,0,1,3,0
18,4,1,141,1,9,1
8,5,0,58,1,1,1
4,2,1,0,1,1,0
136,2,0,0,1,3,1
201,4,1,120,2,1,1
15,4,1,11,1,23,1
12,4,0,0,1,1,0
1,5,0,0,1,3,0
146,5,1,0,1,5,1
4,1,0,41,1,1,1
124,2,0,25,1,0,1
201,1,0,181,4,13,1
7,1,1,37,1,1,1
4,4,0,0,1,1,0
4,4,1,0,1,5,0
12,2,0,0,1,4,0
0,3,1,41,2,1,1
55,5,0,106,2,0,1
201,3,0,25,2,4,1
6,4,1,67,1,3,1
30,3,0,0,1,3,1
0,4,1,105,2,5,1
216,4,0,82,2,5,1
12,4,0,106,1,1,1
134,3,0,0,1,1,0
19,2,0,0,1,0,1
12,5,1,0,1,2,0
28,2,1,5,1,3,1
12,1,0,0,1,1,0
4,3,0,0,1,1,0
87,5,0,0,2,1,1
4,4,1,11,1,6,1
12,2,1,58,1,3,1
4,1,0,82,1,1,1
36,1,1,58,1,1,1
101,4,0,0,2,1,1
12,3,1,0,1,1,0
124,2,0,82,1,1,1
6,3,0,0,1,2,0
48,4,1,0,1,3,0
4,6,0,0,1,1,0
12,4,0,0,1,3,0
4,4,1,0,1,2,0
202,3,0,106,4,4,1
146,2,1,37,1,1,1
4,2,0,17,1,2,1
30,1,0,36,1,2,1
4,1,1,25,1,1,1
4,5,0,0,1,3,0
4,5,0,0,1,1,0
201,4,0,58,2,4,1
0,4,1,0,1,4,0
106,2,1,58,1,1,1
228,2,0,58,1,1,1
4,2,0,0,1,1,0
4,4,0,0,1,1,0
4,4,1,0,1,7,0
3,2,0,89,1,7,1
62,5,1,9,1,9,1
202,4,1,0,2,17,1
0,6,0,0,1,3,0
3,5,1,0,1,4,0
4,5,1,0,1,1,0
146,2,0,82,1,1,1
6,4,1,0,1,6,0
4,1,1,0,1,2,0
4,4,1,0,1,1,0
214,3,1,67,1,4,1
14,4,0,0,1,3,0
147,3,1,107,2,2,1
8,4,1,0,1,0,1
12,4,1,0,1,2,0
201,5,1,184,3,2,1
12,4,0,30,1,1,1
1,2,1,0,1,2,0
12,1,1,82,1,1,1
4,3,0,0,1,1,0
4,5,0,0,1,1,0
4,3,0,0,1,2,0
53,5,0,106,2,1,1
4,4,0,0,1,2,0
4,4,1,0,1,1,0
4,3,0,0,1,0,0
40,3,1,0,2,2,1
26,5,1,0,1,0,1
4,4,1,0,1,1,0
4,2,1,99,1,2,1
12,5,1,0,1,1,1
12,1,1,106,1,3,1
177,6,0,0,2,16,1
47,3,0,0,1,1,0
37,4,0,0,1,3,0
124,4,1,0,1,0,0
177,5,0,106,1,18,1
4,5,0,0,1,1,0
4,2,0,0,1,2,0
4,5,0,0,1,0,0
9,3,0,0,1,3,0
4,4,0,0,1,3,0
83,5,0,0,3,11,1
4,2,0,0,1,1,0
4,5,1,0,1,3,0
4,5,0,0,1,1,0
2,2,0,0,1,1,1
0,3,1,0,1,1,0
1,4,1,0,1,3,1
177,4,0,0,2,12,1
11,5,0,41,2,1,1
4,1,1,0,1,3,0
4,3,0,0,1,1,0
218,5,0,0,1,1,0
218,3,0,0,1,3,0
227,2,0,0,1,3,0
227,1,0,0,1,2,0
215,3,1,0,1,3,0
219,4,1,0,1,2,0
17,1,1,58,1,1,1
219,4,0,0,1,1,0
204,3,1,0,1,3,0
8,2,0,0,1,21,0
0,6,1,0,1,3,0
208,4,1,106,1,3,1
218,4,0,0,2,4,0
227,2,1,0,1,0,1
225,2,0,0,1,2,1
0,5,1,0,3,20,0
218,5,0,0,1,2,0
224,6,0,0,1,1,0
219,3,0,166,1,3,1
218,4,0,0,1,1,0
0,2,0,67,1,2,1
198,5,1,0,1,2,0
212,2,1,78,1,1,1
104,5,0,0,1,1,1
123,4,0,107,1,2,1
224,3,1,25,1,3,1
224,3,0,0,1,1,0
227,4,1,0,0,1,0
37,5,1,0,0,3,0
224,4,0,0,1,3,0
224,2,1,0,1,1,0
37,5,0,0,1,1,0
224,3,0,0,1,3,0
33,2,1,0,1,1,0
202,2,0,58,2,1,1
0,2,0,113,1,2,1
208,1,1,89,1,1,1
8,3,1,0,1,1,0
224,4,0,0,1,3,0
220,5,0,0,1,3,0
224,3,0,0,1,4,0
220,3,0,0,1,0,1
219,1,0,0,1,2,0
8,2,0,0,2,2,1
227,2,0,0,1,0,0
227,4,0,0,1,1,0
224,1,0,0,1,2,0
204,5,0,25,1,4,1
219,3,0,41,1,3,1
224,1,1,0,1,2,0
227,3,1,0,1,1,1
219,2,0,0,1,1,1
177,4,0,89,1,1,1
208,3,0,141,1,2,1
227,5,1,0,1,2,0
37,3,1,0,1,2,0
8,5,0,25,1,3,1
37,1,1,0,0,1,0
145,4,0,0,1,0,1
0,2,0,17,1,0,1
135,1,0,0,1,1,0
8,3,1,0,1,1,0
63,2,1,0,1,2,0
219,3,0,0,1,2,0
227,4,1,0,1,1,1
224,3,1,0,1,2,0
37,4,0,0,1,1,0
75,5,1,0,1,3,0
191,5,1,0,1,3,1
224,4,0,0,1,1,1
224,3,0,0,1,3,0
207,1,1,106,1,3,1
72,3,1,0,2,2,0
212,4,0,0,1,1,0
190,2,0,0,2,1,1
219,4,1,67,1,3,1
219,2,0,41,1,3,1
201,2,1,106,2,1,1
219,2,0,0,1,1,0
190,4,0,74,1,1,1
8,5,0,25,1,1,1
4,1,1,67,1,1,1
78,5,0,0,1,3,0
68,3,1,67,2,3,1
191,3,1,67,1,3,1
208,1,1,106,1,3,1
167,5,1,0,1,3,0
8,6,1,0,1,3,0
0,1,1,141,1,1,1
0,5,0,99,2,3,1
77,3,0,74,1,3,1
224,3,0,0,1,1,0
8,2,1,0,1,1,0
227,3,1,0,1,1,1
219,4,1,106,1,3,1
224,2,1,0,1,1,0
226,4,0,0,1,1,1
224,4,1,0,1,1,1
73,4,1,0,1,1,0
224,2,0,0,1,1,0
202,1,1,197,2,2,1
202,2,1,171,2,3,1
220,5,1,0,1,2,0
0,2,0,17,1,2,1
123,5,1,106,1,1,1
227,4,1,0,0,1,0
0,3,0,134,2,3,1
212,2,1,99,1,1,1
220,3,1,67,1,3,1
219,3,0,0,1,1,0
187,3,0,0,1,4,0
219,4,1,0,1,2,0
89,2,1,0,1,1,0
219,3,0,67,1,3,1
220,3,1,0,1,3,0
106,4,0,0,0,1,0
212,5,1,0,1,1,0
227,1,1,0,1,1,0
218,3,0,0,1,3,0
219,1,0,0,1,3,0
224,2,1,0,1,2,0
8,4,1,0,1,1,0
202,5,0,25,2,3,1
73,3,1,0,1,2,0
3,1,0,148,1,1,1
220,5,1,0,1,1,0
220,4,0,0,1,3,0
219,4,1,0,1,2,0
8,1,1,0,1,2,0
219,5,1,44,1,3,1
228,2,0,0,1,3,1
219,4,1,58,1,1,1
172,4,0,141,2,2,1
7,4,0,0,1,3,0
219,1,1,11,1,3,1
7,5,1,0,1,3,0
8,4,0,0,1,3,0
223,4,1,0,1,1,1
191,5,0,30,1,1,1
227,3,0,0,1,3,1
12,5,1,0,1,1,1
219,1,1,14,1,2,1
9,4,0,38,1,3,1
77,1,0,82,1,2,1
219,4,1,0,1,2,0
8,2,0,0,1,1,0
73,4,1,0,1,3,1
219,5,1,0,1,2,1
228,5,1,0,1,0,0
202,3,1,141,3,3,1
7,4,0,0,1,3,0
0,5,1,42,1,2,1
8,3,0,0,0,1,0
228,4,0,0,0,1,0
12,4,1,0,0,1,1
228,5,0,0,1,1,0
8,5,0,0,1,2,0
228,4,0,0,1,3,0
0,5,0,0,1,1,1
7,1,1,0,1,0,1
3,4,0,150,1,3,1
227,3,0,0,1,3,0
40,2,1,0,1,3,0
219,4,1,0,1,0,0
219,3,1,0,1,1,0
7,3,1,0,1,1,0
8,5,0,0,1,1,1
228,4,0,0,1,1,1
219,4,1,0,1,3,1
4,3,1,0,0,3,1
160,1,0,0,1,1,0
0,3,0,67,1,2,1
228,4,1,0,1,3,0
7,2,1,0,1,3,0
219,1,1,0,1,1,0
202,2,0,106,2,1,1
227,5,1,0,1,3,0
0,4,1,67,1,3,1
104,2,0,0,1,2,0
201,1,1,114,2,1,1
8,3,1,0,1,3,0
4,5,1,0,2,1,1
219,1,0,0,1,1,0
106,5,0,0,1,1,0
226,3,0,67,1,1,1
3,4,1,114,1,3,1
77,3,0,89,1,3,1
177,3,1,99,1,3,1
10,1,0,123,1,2,1
2,5,1,67,2,1,1
14,3,1,82,1,5,1
227,4,1,0,1,1,0
220,4,0,0,1,2,0
221,2,1,0,1,3,0
103,1,1,0,1,3,0
0,1,0,0,1,3,0
8,3,0,0,1,2,0
0,4,0,99,1,3,1
18,3,1,30,1,3,1
220,5,1,0,1,1,0
40,1,0,0,1,2,0
219,2,0,0,1,1,0
219,1,0,0,1,2,0
227,3,1,0,1,3,0
12,1,1,0,1,1,0
208,4,0,30,1,3,1
0,3,0,57,0,2,1
228,5,0,0,1,0,0
37,2,1,0,0,2,0
227,4,1,0,1,0,0
0,5,1,57,1,2,1
228,3,1,0,1,0,0
8,4,0,0,1,1,0
199,2,1,0,1,1,0
121,4,1,120,1,3,1
146,4,0,0,1,2,0
220,2,1,0,1,3,0
228,1,1,0,1,1,0
212,5,0,0,1,2,0
227,5,1,0,1,3,0
4,1,0,82,2,3,1
8,2,0,0,1,2,0
220,4,1,0,1,3,0
8,3,1,0,1,3,0
219,2,1,0,1,2,0
106,3,1,0,1,2,0
208,1,0,17,1,2,1
15,4,1,25,1,1,1
223,1,1,0,1,1,1
59,5,0,25,1,1,1
73,2,0,0,1,2,1
209,3,1,37,1,3,1
17,4,0,30,1,4,1
0,2,0,79,1,2,1
219,1,1,0,1,1,0
201,4,1,127,2,4,1
211,3,1,0,1,2,1
218,5,0,0,1,1,0
219,3,1,0,1,2,0
220,4,0,0,1,3,1
198,4,1,0,1,3,0
0,2,0,0,1,2,1
4,5,0,82,1,3,1
14,4,1,0,1,3,1
219,1,1,0,1,1,0
77,4,1,0,1,3,0
219,3,0,0,1,3,0
228,6,0,0,1,3,0
219,4,0,0,1,3,0
217,3,0,0,1,3,0
53,4,0,99,1,3,1
218,3,0,0,1,1,0
208,4,0,0,1,3,1
10,2,0,0,1,1,0
211,2,1,0,1,3,0
208,3,0,41,1,3,1
68,1,1,44,1,1,1
224,4,1,51,1,1,1
209,4,1,0,1,1,0
214,2,0,0,1,2,0
213,4,0,0,1,3,1
216,5,0,0,0,3,1
218,2,1,0,1,1,0
149,3,0,0,1,3,0
222,4,1,0,1,3,0
220,3,1,56,1,2,1
208,2,0,0,1,3,0
208,4,0,0,1,3,0
149,4,0,0,1,1,0
164,3,0,58,1,1,1
216,4,0,37,1,1,1
89,5,1,25,1,1,1
204,4,1,0,1,5,0
208,1,1,0,1,1,0
225,3,0,67,1,2,1
105,4,0,0,1,5,1
220,3,0,0,1,3,0
224,4,0,0,1,1,0
220,4,1,141,1,3,1
201,3,0,166,3,3,1
220,4,1,0,1,1,0
204,2,1,0,1,2,0
224,3,1,0,1,3,0
228,4,0,0,1,1,0
208,4,0,0,1,1,0
218,5,0,0,1,1,0
107,1,1,0,1,1,0
75,2,1,15,1,3,1
0,1,0,106,1,1,1
208,2,0,0,1,2,0
218,5,0,0,1,1,0
208,5,1,0,1,3,0
110,2,0,30,1,1,1
208,2,1,0,1,2,0
216,3,1,0,1,1,0
48,5,0,71,1,3,1
107,1,1,0,1,2,0
202,4,1,141,3,2,1
205,3,1,0,1,1,0
149,4,1,0,1,2,0
220,2,0,0,1,1,0
228,3,0,0,1,1,0
103,2,1,0,1,2,0
149,5,1,0,1,2,0
225,4,1,0,1,1,0
103,1,1,0,1,1,0
228,4,0,67,1,3,1
218,5,1,0,1,1,0
211,5,0,0,1,3,0
208,5,1,166,2,9,1
12,1,0,0,2,4,0
208,5,0,0,2,3,0
202,3,1,57,2,2,1
169,2,0,0,1,1,0
149,3,0,0,1,2,0
210,4,1,0,1,3,1
213,2,1,0,1,2,0
106,3,1,0,1,3,0
177,4,0,141,1,3,1
202,3,0,141,3,3,1
208,4,1,0,1,3,0
7,1,0,82,1,3,1
4,2,0,144,2,3,1
228,4,0,0,1,3,0
211,2,1,25,1,1,1
143,1,1,151,1,2,1
40,1,0,0,1,1,0
208,4,0,0,1,1,0
220,4,1,0,1,5,0
104,3,0,11,1,3,1
105,1,1,0,1,2,1
198,4,0,0,1,1,0
202,2,0,175,3,3,1
208,3,0,0,1,3,0
107,1,0,0,1,1,0
141,3,1,0,1,3,0
149,3,0,0,1,2,0
218,4,1,0,1,1,0
204,4,0,0,1,3,0
220,5,0,0,1,5,1
105,2,1,0,1,3,1
198,1,1,0,1,1,0
204,3,1,0,1,2,0
208,2,0,0,1,1,0
206,4,0,0,1,1,0
228,3,0,0,1,1,0
224,4,0,30,1,1,1
208,4,1,0,2,3,0
218,2,1,0,1,2,0
132,4,1,0,1,1,1
49,5,0,144,2,3,1
228,3,1,0,1,3,1
216,2,1,88,1,2,1
103,5,1,0,1,1,0
204,2,0,0,1,1,0
224,4,0,0,1,1,0
103,2,1,0,1,1,0
228,1,0,0,1,1,0
218,4,0,0,1,1,0
220,4,1,0,1,1,0
212,3,1,0,1,1,0
218,4,0,0,1,2,0
216,2,0,17,1,1,1
206,5,0,0,1,1,0
149,1,0,0,1,1,0
208,4,0,0,1,1,0
207,4,0,0,1,1,1
123,3,0,0,2,3,1
228,2,0,0,1,1,0
36,2,1,0,1,3,0
218,4,0,0,1,2,0
191,3,0,67,1,1,1
122,1,1,82,1,2,1
208,3,1,0,1,1,0
149,3,0,0,0,2,0
199,4,1,0,0,3,1
204,5,0,0,1,1,0
204,1,1,0,0,3,1
228,2,0,0,1,1,0
188,2,1,0,0,2,1
194,1,0,0,0,3,0
204,5,1,0,1,3,0
219,4,0,0,1,1,0
220,2,1,0,1,1,0
149,2,0,0,1,1,0
222,4,1,0,1,2,0
228,4,0,82,1,1,1
216,3,0,0,1,3,0
204,3,1,0,1,2,0
208,3,1,82,1,2,1
103,3,0,0,1,1,0
183,3,1,120,1,3,1
211,5,0,0,1,1,0
208,2,0,0,1,2,0
216,4,0,82,1,2,1
228,2,0,0,1,1,0
224,3,0,0,1,3,0
204,4,1,25,1,1,1
49,4,1,124,1,1,1
218,3,1,0,1,1,0
40,4,0,0,1,0,0
107,2,0,0,1,3,0
104,1,1,0,1,1,0
216,3,1,82,1,3,1
160,2,1,0,1,1,1
204,1,0,0,1,2,0
208,5,1,0,1,1,0
3,1,0,36,1,2,1
224,1,1,41,1,3,1
214,2,0,67,1,2,1
208,5,1,0,1,3,0
206,2,0,0,1,1,0
219,3,1,0,1,3,0
208,4,1,0,1,3,0
30,4,0,0,1,3,1
89,4,1,58,1,3,1
37,3,1,0,0,2,0
228,3,0,0,0,1,0
138,2,1,0,1,1,0
202,4,1,0,0,3,1
228,3,1,0,0,3,1
199,3,0,0,0,4,1
3,2,0,0,0,1,1
222,3,1,0,1,3,0
75,3,0,0,1,1,0
191,4,0,0,1,1,0
228,1,0,0,1,1,0
213,2,1,0,1,2,0
188,4,0,107,1,2,1
206,5,0,82,1,3,1
107,1,1,0,1,1,0
216,3,1,0,1,1,0
124,1,0,0,1,0,0
0,5,1,0,1,0,1
103,2,0,0,1,0,0
133,4,1,0,1,1,0
228,3,0,0,0,1,0
228,6,0,0,0,2,0
106,5,0,0,0,1,0
188,1,1,0,1,1,0
188,3,0,0,1,2,1
107,2,1,0,1,3,1
107,3,1,0,1,3,0
73,5,0,0,1,1,0
204,1,1,123,1,2,1
218,2,0,57,1,2,1
2,1,0,106,1,1,1
68,1,0,17,1,1,1
204,3,0,0,1,3,1
134,4,1,0,1,1,1
43,1,1,0,1,2,0
217,5,0,0,1,0,0
43,3,0,0,1,0,0
220,3,1,0,1,0,0
220,2,1,0,1,2,0
191,4,0,30,1,1,1
8,3,1,0,0,2,0
37,2,1,0,1,1,0
129,2,0,0,1,0,1
146,1,1,0,0,1,0
32,3,0,0,0,1,0
188,1,0,0,1,2,1
226,5,1,0,1,1,0
201,2,1,175,3,1,1
205,4,1,0,0,1,0
192,3,0,11,1,3,1
228,4,0,0,1,1,0
149,5,0,0,1,1,0
107,3,1,0,1,0,0
216,3,0,0,1,3,0
80,4,0,0,1,3,0
208,1,1,25,1,1,1
219,4,0,30,1,1,1
224,2,0,0,1,2,0
218,5,1,0,1,3,0
209,2,1,0,1,4,1
208,1,0,0,1,3,0
208,3,0,0,1,3,0
219,2,0,67,1,3,1
149,4,0,0,1,3,0
222,4,1,0,1,5,0
105,5,0,0,1,1,0
212,3,0,0,1,3,0
212,2,1,0,1,1,0
208,4,0,185,1,6,1
213,1,0,0,1,1,0
201,3,1,166,3,3,1
224,2,1,118,1,3,1
208,5,1,0,1,5,0
206,4,1,0,1,1,0
205,4,1,0,1,5,0
201,6,0,227,4,17,1
224,2,1,0,2,1,0
4,2,0,49,2,1,1
226,3,0,0,1,1,0
192,2,0,0,1,1,0
198,5,1,0,1,1,0
204,2,1,0,1,1,0
224,4,1,0,1,0,0
107,1,0,0,1,1,0
198,2,0,30,1,1,1
214,5,1,0,0,0,1
128,1,1,0,1,1,0
226,6,0,0,0,2,0
103,2,1,0,0,1,1
149,3,1,0,0,0,0
130,2,0,0,1,0,0
219,1,0,0,1,3,0
226,3,0,0,1,3,0
219,4,0,0,0,14,0
218,3,1,0,1,2,0
205,5,1,0,1,3,0
209,2,1,101,1,2,1
218,3,1,11,1,3,1
216,1,1,94,1,1,1
171,5,0,0,2,6,0
193,4,0,120,1,3,1
219,5,1,0,1,2,1
220,4,0,0,1,3,0
202,2,0,150,3,1,1
218,1,0,12,1,2,1
208,3,0,58,1,3,1
177,4,1,57,1,2,1
191,2,0,0,1,1,0
149,5,1,0,1,2,1
142,4,1,0,1,0,0
201,2,0,151,3,2,1
208,5,0,0,1,1,0
208,3,0,0,1,1,0
138,1,1,0,1,0,0
209,3,0,0,1,3,0
107,1,1,0,1,3,1
222,3,1,0,1,3,0
205,4,1,0,1,3,0
198,4,1,0,1,1,0
123,2,0,71,1,1,1
40,5,0,0,1,1,1
114,1,1,0,1,2,1
214,4,0,0,1,0,0
92,3,0,0,1,1,0
164,1,1,0,1,1,0
228,2,1,0,1,3,0
225,5,0,0,1,0,0
107,3,0,0,1,2,0
198,2,0,0,1,1,0
188,1,1,0,1,2,1
106,3,1,0,1,1,0
208,2,1,0,1,3,0
198,2,0,0,1,1,0
0,4,0,0,0,3,1
209,5,0,0,1,3,0
103,4,1,0,1,2,0
205,2,1,0,1,2,0
227,1,0,0,1,1,0
124,1,1,0,1,1,0
162,3,0,0,1,2,0
227,6,0,0,1,1,0
224,4,0,0,1,2,0
221,5,1,0,1,3,0
216,4,0,0,1,5,0
201,0,0,114,3,1,1
72,5,1,0,1,1,0
227,1,1,0,1,1,0
209,4,1,58,1,1,1
205,4,0,0,1,3,0
201,5,0,150,3,3,1
227,6,1,0,1,1,0
107,1,0,0,1,2,0
201,3,1,114,3,1,1
221,5,0,0,1,6,0
226,6,0,0,1,3,0
228,5,0,0,1,1,0
225,2,0,0,1,2,0
213,5,0,0,3,23,0
219,3,1,0,1,2,0
106,2,0,0,1,2,0
212,4,1,0,1,3,0
201,4,0,0,3,3,1
192,3,0,0,1,3,0
219,4,0,0,1,4,0
204,4,0,0,1,3,0
218,5,0,0,1,3,0
208,1,0,0,1,3,0
30,3,0,0,2,1,0
141,2,0,0,1,2,0
123,1,0,41,1,1,1
221,5,0,0,1,1,0
106,4,0,0,1,1,1
0,2,0,25,1,1,1
53,4,1,106,1,3,1
220,4,0,0,1,3,0
220,2,1,0,1,3,0
168,3,1,0,1,4,0
221,3,0,0,1,5,0
206,4,0,0,1,2,0
208,3,1,0,1,2,0
149,4,0,0,1,1,0
106,2,1,0,1,1,0
213,4,1,0,1,1,0
205,1,0,0,1,2,0
10,1,1,158,2,3,1
208,3,0,0,1,3,0
72,4,1,0,1,1,0
201,3,1,0,2,5,1
123,2,0,82,1,2,1
150,4,1,58,1,3,1
220,4,0,0,1,1,1
221,5,0,0,1,3,0
191,3,1,0,1,1,0
18,4,0,106,2,3,1
205,4,1,0,1,1,0
221,5,0,0,1,1,0
191,4,0,0,1,1,0
204,6,0,0,1,3,0
75,5,0,0,0,3,0
206,3,1,0,1,2,0
208,4,1,0,0,3,0
149,2,0,0,1,1,0
194,4,0,0,1,1,0
227,4,0,0,1,0,0
214,1,1,0,1,0,0
198,5,0,0,1,1,0
211,4,0,0,1,1,0
210,4,0,30,1,3,1
224,2,0,30,1,1,1
61,6,1,0,1,2,0
220,4,0,0,1,2,0
204,4,1,0,1,1,0
198,3,1,0,1,3,0
77,2,1,0,1,1,0
191,4,1,0,1,1,0
40,2,0,0,1,2,0
202,4,0,82,2,1,1
209,5,1,0,1,1,1
206,3,1,0,1,1,0
220,3,0,49,1,2,1
177,1,0,67,2,2,1
198,3,1,0,1,2,1
191,5,0,0,1,1,0
210,4,1,49,1,2,1
219,1,0,82,1,4,1
213,3,0,67,1,2,1
183,1,1,118,1,3,1
8,5,1,0,1,4,0
191,3,1,106,1,3,1
123,3,1,0,2,1,1
202,4,1,106,3,3,1
143,5,0,0,1,1,1
201,1,0,130,3,2,1
191,4,0,0,1,3,0
208,4,1,82,1,3,1
198,3,0,82,1,3,1
73,2,1,0,1,2,0
208,2,0,58,1,1,1
72,4,0,0,1,1,0
212,2,0,0,1,1,0
162,3,1,0,2,3,0
220,3,0,0,1,3,0
213,4,0,0,1,2,0
228,1,0,0,1,1,0
225,2,0,17,1,2,1
219,1,0,63,1,3,1
227,2,1,0,1,1,0
198,5,0,0,1,3,0
219,2,1,30,1,3,1
3,3,0,63,1,3,1
224,1,0,17,1,2,1
201,4,1,150,3,3,1
210,4,0,0,1,4,0
220,4,1,0,1,0,0
201,2,0,183,3,4,1
208,5,1,158,1,4,1
208,4,0,0,1,1,0
4,2,0,106,1,1,1
106,3,0,0,1,1,0
208,4,0,0,1,1,0
149,5,0,0,1,1,0
228,2,0,0,1,1,0
225,3,1,106,1,3,1
220,4,1,0,1,1,0
206,5,1,0,1,1,0
208,4,0,25,1,3,1
228,1,0,0,1,1,0
228,3,0,0,1,1,0
191,5,0,0,1,3,1
220,4,1,0,1,3,1
14,5,0,141,1,3,1
202,2,1,124,2,1,1
4,3,0,127,1,3,1
2,2,0,106,1,1,1
106,2,0,0,1,3,1
218,4,0,0,1,1,0
104,3,1,0,1,5,1
218,3,0,0,1,3,0
45,4,1,0,1,3,1
188,4,0,0,1,1,0
106,4,0,0,1,1,0
6,1,0,25,1,3,1
218,3,0,0,1,3,0
227,5,0,0,1,3,0
208,5,0,0,1,5,0
226,1,0,0,1,2,0
200,4,0,0,1,1,0
222,4,1,0,1,2,0
208,4,1,99,1,4,1
87,5,0,86,1,3,1
49,5,1,124,2,3,1
226,3,0,0,1,2,0
43,5,0,0,1,0,0
228,4,0,0,1,1,0
220,5,1,0,1,1,0
219,5,0,0,1,3,0
224,4,0,0,1,3,0
220,2,0,0,1,1,0
227,5,0,0,1,3,1
210,1,0,42,1,2,1
40,4,1,37,1,3,1
220,5,0,0,1,1,0
208,4,1,94,1,3,1
219,2,1,67,1,1,1
204,1,0,0,1,2,0
219,1,0,30,1,3,1
210,5,0,37,1,3,1
107,2,1,0,1,2,0
123,1,1,0,1,2,0
225,4,0,0,1,2,0
219,5,1,0,1,0,0
216,3,1,61,1,3,1
225,2,0,0,1,0,0
130,5,0,0,1,1,0
205,5,1,0,1,3,0
149,2,0,0,1,1,0
226,5,0,0,1,1,0
226,4,1,0,1,1,0
208,3,1,0,1,3,0
110,3,0,124,1,1,1
208,1,1,0,1,1,0
202,4,1,128,3,2,1
214,3,0,0,1,3,0
97,1,0,0,1,2,1
0,4,0,30,1,1,1
125,1,1,0,1,0,1
228,6,1,0,1,0,1
171,3,0,106,2,1,1
227,6,0,26,1,2,1
14,5,1,30,1,1,1
123,4,1,124,2,3,1
164,1,0,67,1,1,1
103,5,0,0,1,1,1
226,4,1,0,1,1,0
220,3,1,0,1,3,0
227,1,0,0,1,2,1
218,4,0,0,1,1,0
202,3,1,123,3,2,1
224,5,0,0,1,1,0
224,2,0,0,1,2,0
221,4,0,0,1,3,0
201,1,1,141,3,2,1
162,4,1,0,2,2,1
218,2,0,0,1,7,0
224,3,0,0,1,2,0
204,4,0,0,1,3,0
149,4,0,0,1,1,0
107,2,1,0,1,1,0
227,1,1,0,1,1,0
87,1,0,99,1,1,1
6,4,0,0,2,3,0
228,2,0,0,1,1,0
219,3,0,0,1,1,0
212,5,0,0,1,3,0
106,1,1,0,1,1,0
8,2,1,0,1,1,0
228,5,0,0,1,1,0
125,3,1,0,1,0,0
6,2,0,41,1,1,1
226,2,1,0,1,2,0
227,2,0,0,1,1,0
103,5,1,0,1,1,0
104,4,1,0,1,1,0
201,4,0,141,3,3,1
198,2,1,0,1,3,0
105,5,1,0,1,1,0
149,3,1,0,1,1,0
202,2,0,141,2,1,1
218,5,0,0,1,5,0
219,5,0,0,1,1,0
218,3,0,0,1,3,0
68,2,1,58,2,1,1
73,5,0,0,1,4,0
80,4,1,0,1,1,0
228,3,1,0,1,2,0
227,3,0,0,1,1,0
8,1,0,0,1,1,0
7,4,0,0,1,1,0
224,5,0,0,1,3,0
224,5,0,0,1,1,0
14,4,1,67,1,3,1
89,5,1,82,2,2,1
224,4,0,0,1,2,0
208,2,0,106,1,1,1
80,4,0,0,1,3,0
225,5,0,67,1,1,1
228,4,1,0,1,5,0
106,3,1,0,1,5,1
227,3,0,0,1,3,0
227,1,1,0,1,2,0
8,2,1,0,1,1,0
2,4,1,199,2,7,1
4,2,0,0,1,3,1
105,5,0,21,1,1,1
228,3,1,0,1,1,0
14,4,0,25,1,3,1
15,3,0,25,1,3,1
224,4,0,0,1,1,0
202,1,1,141,3,2,1
228,3,1,0,1,3,0
8,1,0,0,1,3,0
14,5,1,0,1,4,1
228,4,0,0,1,3,0
8,4,1,0,1,3,0
105,5,1,0,1,2,0
86,4,1,0,1,3,0
205,2,1,0,1,2,1
208,4,0,0,1,3,0
218,4,0,0,1,3,0
0,4,1,106,1,3,1
49,4,0,166,2,3,1
6,2,0,130,1,3,1
18,4,0,82,1,1,1
216,3,1,106,1,3,1
219,6,0,0,1,3,0
104,1,0,0,1,2,0
18,1,1,0,1,1,0
0,3,1,0,1,2,0
228,4,0,0,1,1,0
105,3,0,0,1,3,0
208,2,0,141,1,1,1
228,4,0,0,1,1,0
218,1,1,0,1,1,0
219,4,1,82,1,1,1
208,2,1,82,1,1,1
213,5,1,106,1,3,1
183,4,0,154,2,3,1
227,3,1,0,1,3,1
8,2,0,0,1,1,0
