성별,나이,거주지,여행유형,월별,동반자,여행지(시/도),여행지(시/군/구),숙박여부,여행비용
  여자,  70세이상,  인천,단순가족/친지/친구방문,  8월,없음,대전광역시,유성구,0,10만원 미만
  남자,  20대,  인천,단순출장/업무,  8월,없음,충청북도,충주시,0,10만원 이상 20만원 미만
  남자,  60대,  인천,단순관광,  8월,가족,경기도,가평군,0,10만원 미만
  여자,  60대,  인천,단순가족/친지/친구방문,  4월,없음,경기도,하남시,0,10만원 미만
  여자,  20대,  인천,단순관광,  4월,친구/연인,경기도,광명시,1,20만원 이상 30만원 미만
  남자,  40대,  인천,단순관광,  4월,가족,경기도,파주시,1,30만원 이상
  남자,  40대,  인천,단순관광,  4월,가족,경기도,용인시,0,20만원 이상 30만원 미만
  여자,  40대,  인천,단순가족/친지/친구방문,  4월,없음,전라남도,해남군,0,10만원 이상 20만원 미만
  여자,  20대,  인천,단순관광,  4월,친구/연인,서울특별시,송파구,0,10만원 미만
  여자,  40대,  인천,단순관광,  5월,가족,경기도,가평군,0,20만원 이상 30만원 미만
  여자,  20대,  인천,단순관광,  5월,친구/연인,서울특별시,마포구,0,10만원 이상 20만원 미만
  여자,  40대,  인천,단순관광,  5월,친구/연인,경기도,안산시,0,10만원 미만
  여자,  30대,  인천,단순관광,  5월,친구/연인,서울특별시,영등포구,0,10만원 미만
  여자,  60대,  인천,단순가족/친지/친구방문,  9월,없음,충청남도,예산군,1,10만원 이상 20만원 미만
  남자,  50대,  인천,단순가족/친지/친구방문,  9월,없음,강원도,춘천시,0,10만원 이상 20만원 미만
  여자,  50대,  인천,단순관광,  9월,가족,강원도,고성군,1,30만원 이상
  여자,  20대,  인천,단순관광,  9월,친구/연인,충청남도,아산시,0,10만원 이상 20만원 미만
  남자,  20대,  인천,단순관광,  9월,친구/연인,경기도,가평군,0,10만원 이상 20만원 미만
  남자,  40대,  인천,단순관광,  9월,가족,경상남도,남해군,1,20만원 이상 30만원 미만
  남자,  70세이상,  인천,단순가족/친지/친구방문,  9월,없음,서울특별시,마포구,0,10만원 미만
  여자,  20대,  인천,단순관광,  6월,가족,강원도,원주시,0,10만원 이상 20만원 미만
  남자,  20대,  인천,단순가족/친지/친구방문,  6월,없음,서울특별시,관악구,0,10만원 미만
  남자,  20대,  인천,단순관광,  10월,친구/연인,경기도,양평군,0,10만원 이상 20만원 미만
  여자,  40대,  인천,단순관광,  10월,가족,강원도,고성군,1,20만원 이상 30만원 미만
  남자,  30대,  인천,단순관광,  10월,가족,경기도,포천시,0,10만원 이상 20만원 미만
  남자,  70세이상,  인천,단순관광,  10월,가족,경기도,파주시,0,10만원 미만
  여자,  30대,  인천,단순관광,  7월,가족,경기도,화성시,1,30만원 이상
  남자,  40대,  인천,단순관광,  7월,친구/연인,경기도,화성시,1,20만원 이상 30만원 미만
  남자,  50대,  인천,단순관광,  7월,가족,강원도,강릉시,1,30만원 이상
  남자,  40대,  인천,단순출장/업무,  7월,가족,경기도,수원시,0,10만원 미만
  여자,  60대,  인천,단순관광,  7월,가족,경기도,안산시,0,10만원 이상 20만원 미만
  남자,  30대,  인천,단순관광,  7월,친구/연인,경기도,화성시,1,30만원 이상
  여자,  20대,  인천,단순관광,  11월,친구/연인,강원도,춘천시,0,10만원 미만
  여자,  20대,  인천,단순관광,  12월,친구/연인,경기도,포천시,0,10만원 미만
  여자,  60대,  인천,단순관광,  1월,친구/연인,경상남도,김해시,0,10만원 미만
  여자,  70세이상,  인천,단순가족/친지/친구방문,  1월,없음,충청남도,천안시,0,10만원 미만
  여자,  40대,  인천,단순가족/친지/친구방문,  1월,없음,경기도,하남시,0,10만원 미만
  남자,  20대,  인천,단순가족/친지/친구방문,  1월,없음,서울특별시,동작구,1,10만원 이상 20만원 미만
  여자,  40대,  인천,단순가족/친지/친구방문,  2월,없음,경상북도,영주시,1,10만원 이상 20만원 미만
  여자,  50대,  인천,단순관광,  3월,가족,경기도,안산시,0,10만원 이상 20만원 미만
  여자,  30대,  인천,단순가족/친지/친구방문,  3월,없음,경기도,시흥시,0,10만원 미만
  남자,  60대,  인천,단순가족/친지/친구방문,  3월,없음,서울특별시,중구,0,10만원 미만
  여자,  60대,  인천,단순관광,  3월,가족,서울특별시,종로구,0,10만원 미만
  여자,  50대,  인천,단순가족/친지/친구방문,  3월,없음,서울특별시,강서구,0,10만원 미만
  여자,  20대,  인천,단순관광,  8월,친구/연인,경기도,포천시,0,10만원 이상 20만원 미만
  남자,  50대,  인천,단순관광,  4월,가족,경기도,광명시,0,10만원 미만
  남자,  40대,  인천,단순관광,  9월,없음,경기도,화성시,0,10만원 미만
  여자,  20대,  인천,단순관광,  9월,가족,경기도,가평군,0,10만원 이상 20만원 미만
  여자,  40대,  인천,가족/친지/친구방문(관광포함),  9월,가족,경기도,화성시,0,10만원 미만
  남자,  20대,  인천,단순관광,  9월,친구/연인,충청남도,서천군,0,10만원 미만
  여자,  70세이상,  인천,단순출장/업무,  5월,없음,서울특별시,동대문구,0,10만원 미만
  남자,  50대,  인천,단순관광,  5월,친구/연인,충청남도,예산군,0,20만원 이상 30만원 미만
  남자,  20대,  인천,단순관광,  5월,친구/연인,경기도,용인시,0,20만원 이상 30만원 미만
  남자,  70세이상,  인천,단순가족/친지/친구방문,  5월,없음,충청북도,청주시,1,20만원 이상 30만원 미만
  남자,  60대,  인천,단순가족/친지/친구방문,  6월,없음,경기도,김포시,0,10만원 이상 20만원 미만
  여자,  60대,  인천,단순가족/친지/친구방문,  6월,없음,경기도,수원시,0,10만원 미만
  여자,  30대,  인천,단순출장/업무,  6월,친구/연인,서울특별시,강남구,0,10만원 미만
  남자,  50대,  인천,단순가족/친지/친구방문,  6월,없음,강원도,화천군,0,10만원 이상 20만원 미만
  여자,  30대,  인천,단순관광,  10월,친구/연인,경기도,포천시,0,10만원 미만
  여자,  20대,  인천,단순관광,  10월,친구/연인,강원도,춘천시,0,10만원 이상 20만원 미만
  남자,  20대,  인천,단순관광,  10월,친구/연인,경기도,광주시,0,10만원 미만
  여자,  50대,  인천,단순관광,  10월,친구/연인,강원도,춘천시,0,10만원 이상 20만원 미만
  남자,  20대,  인천,단순관광,  11월,친구/연인,경기도,포천시,0,10만원 미만
  여자,  30대,  인천,단순관광,  7월,없음,경기도,포천시,0,10만원 미만
  남자,  60대,  인천,단순관광,  7월,가족,충청북도,청주시,1,20만원 이상 30만원 미만
  남자,  60대,  인천,단순출장/업무,  7월,없음,경기도,부천시,0,10만원 미만
  여자,  20대,  인천,단순관광,  7월,친구/연인,경기도,화성시,0,10만원 미만
  남자,  50대,  인천,단순가족/친지/친구방문,  7월,가족,서울특별시,강동구,0,10만원 미만
  여자,  40대,  인천,단순관광,  7월,가족,경기도,이천시,1,30만원 이상
  남자,  20대,  인천,단순관광,  7월,가족,경기도,파주시,0,10만원 미만
  남자,  20대,  인천,단순관광,  7월,친구/연인,서울특별시,송파구,0,20만원 이상 30만원 미만
  여자,  50대,  인천,가족/친지/친구방문(관광포함),  7월,없음,경기도,안산시,1,10만원 이상 20만원 미만
  남자,  40대,  인천,단순가족/친지/친구방문,  7월,없음,서울특별시,도봉구,0,10만원 미만
  남자,  20대,  인천,단순관광,  8월,친구/연인,충청남도,홍성군,1,30만원 이상
  남자,  15~19세,  인천,단순관광,  8월,친구/연인,부산광역시,해운대구,1,30만원 이상
  남자,  50대,  인천,출장/업무(관광포함),  8월,없음,경기도,용인시,0,10만원 미만
  여자,  50대,  인천,단순관광,  9월,가족,경상북도,영천시,1,20만원 이상 30만원 미만
  남자,  50대,  인천,가족/친지/친구방문(관광포함),  9월,가족,경기도,포천시,1,10만원 이상 20만원 미만
  남자,  40대,  인천,단순관광,  9월,가족,충청남도,예산군,0,10만원 이상 20만원 미만
  여자,  30대,  인천,가족/친지/친구방문(관광포함),  9월,가족,경기도,광주시,0,10만원 미만
  남자,  20대,  인천,단순관광,  9월,친구/연인,경기도,화성시,0,10만원 미만
  남자,  20대,  인천,단순관광,  10월,친구/연인,경기도,가평군,0,10만원 미만
  여자,  20대,  인천,단순관광,  11월,친구/연인,강원도,춘천시,0,10만원 이상 20만원 미만
  남자,  30대,  인천,단순관광,  11월,가족,충청남도,예산군,0,10만원 이상 20만원 미만
  남자,  20대,  인천,단순관광,  11월,친구/연인,경상남도,함양군,1,10만원 이상 20만원 미만
  여자,  50대,  인천,단순관광,  11월,친구/연인,경상남도,하동군,1,20만원 이상 30만원 미만
  남자,  20대,  인천,단순관광,  12월,친구/연인,강원도,춘천시,1,10만원 이상 20만원 미만
  남자,  40대,  인천,단순관광,  12월,가족,경기도,포천시,0,10만원 미만
  여자,  40대,  인천,단순관광,  12월,가족,전라북도,무주군,1,20만원 이상 30만원 미만
  여자,  20대,  인천,단순관광,  12월,가족,경기도,평택시,0,10만원 미만
  남자,  30대,  인천,단순관광,  12월,가족,경기도,양평군,0,10만원 미만
  여자,  20대,  인천,단순관광,  12월,친구/연인,서울특별시,중구,0,20만원 이상 30만원 미만
  여자,  60대,  광주,단순관광,  1월,가족,전라북도,남원시,1,30만원 이상
  여자,  40대,  광주,단순가족/친지/친구방문,  1월,없음,전라북도,고창군,1,20만원 이상 30만원 미만
  남자,  40대,  광주,단순관광,  1월,가족,전라북도,부안군,1,30만원 이상
  남자,  15~19세,  광주,단순가족/친지/친구방문,  1월,없음,전라남도,완도군,1,10만원 이상 20만원 미만
  여자,  15~19세,  광주,단순관광,  1월,가족,전라남도,곡성군,1,30만원 이상
  여자,  30대,  광주,단순관광,  1월,가족,전라남도,담양군,0,20만원 이상 30만원 미만
  여자,  50대,  광주,단순관광,  1월,가족,전라남도,보성군,0,10만원 이상 20만원 미만
  남자,  20대,  광주,단순가족/친지/친구방문,  2월,친구/연인,전라남도,강진군,1,10만원 이상 20만원 미만
  남자,  40대,  광주,단순가족/친지/친구방문,  2월,가족,전라남도,무안군,1,20만원 이상 30만원 미만
  여자,  60대,  광주,단순관광,  2월,가족,전라남도,장성군,0,10만원 이상 20만원 미만
  남자,  60대,  광주,단순관광,  2월,가족,전라남도,장흥군,0,10만원 이상 20만원 미만
  여자,  20대,  광주,단순가족/친지/친구방문,  2월,친구/연인,전라남도,보성군,1,20만원 이상 30만원 미만
  남자,  30대,  광주,가족/친지/친구방문(관광포함),  1월,가족,전라북도,남원시,1,10만원 이상 20만원 미만
  여자,  50대,  광주,단순가족/친지/친구방문,  1월,없음,전라남도,구례군,1,10만원 미만
  남자,  20대,  광주,가족/친지/친구방문(관광포함),  1월,가족,전라남도,장흥군,0,10만원 이상 20만원 미만
  여자,  70세이상,  광주,단순가족/친지/친구방문,  1월,없음,전라남도,보성군,1,10만원 미만
  남자,  40대,  광주,단순관광,  1월,가족,전라남도,영광군,0,10만원 이상 20만원 미만
  여자,  40대,  광주,단순관광,  1월,가족,전라남도,목포시,1,30만원 이상
  남자,  60대,  광주,단순관광,  1월,가족,전라남도,해남군,0,10만원 이상 20만원 미만
  여자,  30대,  광주,단순가족/친지/친구방문,  1월,없음,전라남도,영암군,1,10만원 이상 20만원 미만
  남자,  30대,  광주,단순관광,  3월,가족,전라남도,곡성군,0,20만원 이상 30만원 미만
  남자,  20대,  광주,단순관광,  3월,친구/연인,전라남도,여수시,1,30만원 이상
  여자,  20대,  광주,단순관광,  3월,친구/연인,전라북도,부안군,1,30만원 이상
  남자,  50대,  광주,단순관광,  3월,가족,전라남도,구례군,0,10만원 이상 20만원 미만
  남자,  60대,  광주,단순관광,  3월,가족,전라북도,고창군,0,10만원 이상 20만원 미만
  남자,  30대,  광주,단순관광,  4월,가족,전라남도,보성군,0,20만원 이상 30만원 미만
  여자,  50대,  광주,단순관광,  4월,가족,전라남도,담양군,0,10만원 이상 20만원 미만
