ID,SA1_1,BINC1,DQ7
32070510631_545115,1,  500~600만원미만,보유하고 있음
32070510631_545124,1,  500~600만원미만,보유하고 있음
32070510631_545127,1,  300~400만원미만,보유하고 있음
32070510631_555888,0,  300~400만원미만,보유하고 있음
32070510641_444142,0,  300~400만원미만,보유하고 있음
32070510641_444150,0,  100만원미만,보유하지 않음
32070510641_444156,0,  400~500만원미만,보유하고 있음
32070510641_444157,0,  100~200만원미만,보유하고 있음
32070510641_444158,1,  500~600만원미만,보유하고 있음
32070510641_444159,1,  600만원 이상,보유하고 있음
32070510641_444160,1,  200~300만원미만,보유하고 있음
32070510641_444161,1,  400~500만원미만,보유하고 있음
32070510641_444167,1,  300~400만원미만,보유하고 있음
32070510641_444169,1,  400~500만원미만,보유하고 있음
32070510651_343413,0,  300~400만원미만,보유하고 있음
32070510651_343414,1,  400~500만원미만,보유하고 있음
32070510651_343420,0,  600만원 이상,보유하고 있음
32070510651_343422,0,  300~400만원미만,보유하고 있음
32070510651_343425,0,  100만원미만,보유하고 있음
32070510651_343428,0,  100~200만원미만,보유하고 있음
32070510651_343436,0,  100~200만원미만,보유하고 있음
32070510651_343438,0,  300~400만원미만,보유하고 있음
32070510651_343445,0,  500~600만원미만,보유하고 있음
32070510651_353580,0,  200~300만원미만,보유하고 있음
32070510671_292141,1,  100~200만원미만,보유하고 있음
32070510671_292149,0,  400~500만원미만,보유하고 있음
32070510671_292155,0,  600만원 이상,보유하고 있음
32070510671_292160,0,  200~300만원미만,보유하고 있음
32070510671_292174,0,  600만원 이상,보유하고 있음
32070510671_292179,0,  100~200만원미만,보유하고 있음
32070510671_292183,0,  100만원미만,보유하지 않음
32070510671_327570,0,  600만원 이상,보유하고 있음
32070510671_327571,0,  600만원 이상,보유하고 있음
32070510671_378356,0,  100만원미만,보유하지 않음
32070510681_393370,1,  400~500만원미만,보유하고 있음
32070510681_393383,0,  100만원미만,보유하지 않음
32070510681_393384,0,  300~400만원미만,보유하고 있음
32070510681_393386,0,  500~600만원미만,보유하고 있음
32070510681_393387,0,  100만원미만,보유하지 않음
32070510681_393390,1,  200~300만원미만,보유하고 있음
32070510681_393392,0,  400~500만원미만,보유하고 있음
32070510681_393393,0,  300~400만원미만,보유하지 않음
32070510681_393394,1,  200~300만원미만,보유하고 있음
32070510681_393395,1,  600만원 이상,보유하고 있음
32070510691_494808,0,  100만원미만,보유하지 않음
32070510691_494813,1,  600만원 이상,보유하고 있음
32070510691_494817,0,  600만원 이상,보유하고 있음
32070510691_494825,1,  500~600만원미만,보유하고 있음
32070510691_494827,0,  600만원 이상,보유하고 있음
32070510691_494839,1,  500~600만원미만,보유하고 있음
32070510691_494851,0,  300~400만원미만,보유하고 있음
32070510691_494858,1,  300~400만원미만,보유하고 있음
32070510691_494861,0,  300~400만원미만,보유하고 있음
32070510691_494864,1,  200~300만원미만,보유하지 않음
32070530061_317254,1,  500~600만원미만,보유하고 있음
32070530061_317256,0,  100~200만원미만,보유하고 있음
32070530061_317271,0,  200~300만원미만,보유하고 있음
32070530061_317275,0,  500~600만원미만,보유하고 있음
32070530061_317282,0,  300~400만원미만,보유하고 있음
32070530061_317286,1,  300~400만원미만,보유하고 있음
32070530061_317291,0,  200~300만원미만,보유하고 있음
32070530061_317294,0,  200~300만원미만,보유하고 있음
32070530061_317299,0,  100~200만원미만,보유하고 있음
32070530061_328393,1,  300~400만원미만,보유하고 있음
32070530071_368135,0,  500~600만원미만,보유하고 있음
32070530071_368142,0,  100만원미만,보유하지 않음
32070530071_368143,1,  200~300만원미만,보유하고 있음
32070530071_368144,0,  600만원 이상,보유하고 있음
32070530071_368145,1,  500~600만원미만,보유하고 있음
32070530071_368146,0,  100~200만원미만,보유하고 있음
32070530071_368156,1,  600만원 이상,보유하고 있음
32070530071_368157,0,  400~500만원미만,보유하고 있음
32070530071_368166,1,  200~300만원미만,보유하고 있음
32070530071_368169,0,  500~600만원미만,보유하고 있음
32070530091_418955,1,  100~200만원미만,보유하고 있음
32070530091_418962,1,  100만원미만,보유하고 있음
32070530091_418966,1,  600만원 이상,보유하고 있음
32070530091_418968,1,  600만원 이상,보유하고 있음
32070530091_418972,1,  600만원 이상,보유하고 있음
32070530091_418980,1,  500~600만원미만,보유하고 있음
32070530091_418984,0,  600만원 이상,보유하고 있음
32070530091_418988,0,  400~500만원미만,보유하고 있음
32070530091_418992,0,  200~300만원미만,보유하고 있음
32070530091_429059,0,  100만원미만,보유하고 있음
32070530101_469187,1,  200~300만원미만,보유하고 있음
32070530101_469218,1,  200~300만원미만,보유하고 있음
32070530101_469219,1,  300~400만원미만,보유하고 있음
32070530101_469220,0,  300~400만원미만,보유하고 있음
32070530101_469222,1,  100만원미만,보유하고 있음
32070530101_469224,0,  100~200만원미만,보유하지 않음
32070530101_469236,1,  100만원미만,보유하지 않음
32070530101_469239,1,  100만원미만,보유하지 않음
32070530101_469242,1,  600만원 이상,보유하고 있음
32070530101_479977,0,  400~500만원미만,보유하고 있음
32070530111_519754,1,  600만원 이상,보유하고 있음
32070530111_519780,0,  100만원미만,보유하지 않음
32070530111_519783,1,  300~400만원미만,보유하고 있음
32070530111_519797,0,  100만원미만,보유하지 않음
32070530111_519814,0,  100~200만원미만,보유하지 않음
32070530111_519818,1,  100~200만원미만,보유하고 있음
32070530111_519823,0,  100만원미만,보유하지 않음
32070530111_519829,1,  600만원 이상,보유하고 있음
32070530111_519837,1,  300~400만원미만,보유하고 있음
32070530111_555384,1,  600만원 이상,보유하고 있음
32070530131_570192,1,  500~600만원미만,보유하고 있음
32070530131_570193,1,  500~600만원미만,보유하고 있음
32070530131_570197,0,  400~500만원미만,보유하고 있음
32070530131_570203,1,  500~600만원미만,보유하고 있음
32070530131_570206,0,  600만원 이상,보유하고 있음
32070530131_570212,0,  100만원미만,보유하지 않음
32070530131_570218,1,  300~400만원미만,보유하고 있음
32070530131_570224,1,  500~600만원미만,보유하고 있음
32070530131_570240,0,  300~400만원미만,보유하고 있음
32070530131_570245,1,  100~200만원미만,보유하고 있음
3207053063A_545158,0,  100만원미만,보유하고 있음
3207053063A_545167,1,  400~500만원미만,보유하고 있음
3207053063A_545168,0,  300~400만원미만,보유하고 있음
3207053063A_545180,0,  500~600만원미만,보유하고 있음
3207053063A_545185,0,  300~400만원미만,보유하고 있음
3207053063A_545188,0,  300~400만원미만,보유하고 있음
3207053063A_545201,0,  500~600만원미만,보유하고 있음
3207053063A_545203,1,  300~400만원미만,보유하고 있음
3207053063A_545215,0,  400~500만원미만,보유하고 있음
3207053063A_555441,0,  100만원미만,보유하지 않음
3207053069A_494872,0,  500~600만원미만,보유하고 있음
3207053069A_494885,1,  200~300만원미만,보유하고 있음
3207053069A_494887,1,  600만원 이상,보유하고 있음
3207053069A_494897,1,  600만원 이상,보유하고 있음
3207053069A_494903,1,  300~400만원미만,보유하고 있음
3207053069A_494926,0,  300~400만원미만,보유하고 있음
3207053069A_494928,0,  100만원미만,보유하고 있음
3207053069A_494932,1,  200~300만원미만,보유하고 있음
3207053069A_494934,1,  600만원 이상,보유하고 있음
3207053069A_494946,1,  600만원 이상,보유하고 있음
3207053071A_444180,0,  200~300만원미만,보유하고 있음
3207053071A_444190,0,  500~600만원미만,보유하고 있음
3207053071A_444194,1,  300~400만원미만,보유하고 있음
3207053071A_444196,1,  100~200만원미만,보유하고 있음
3207053071A_444202,1,  600만원 이상,보유하고 있음
3207053071A_444207,1,  500~600만원미만,보유하고 있음
3207053071A_444221,0,  300~400만원미만,보유하고 있음
3207053071A_444228,1,  200~300만원미만,보유하고 있음
3207053071A_444235,0,  400~500만원미만,보유하고 있음
3207053071A_444241,1,  500~600만원미만,보유하고 있음
3207053072A_393401,1,  300~400만원미만,보유하고 있음
3207053072A_393403,1,  600만원 이상,보유하고 있음
3207053072A_393405,1,  300~400만원미만,보유하고 있음
3207053072A_393412,1,  600만원 이상,보유하고 있음
3207053072A_393414,0,  300~400만원미만,보유하고 있음
3207053072A_393418,0,  400~500만원미만,보유하고 있음
3207053072A_393419,0,  200~300만원미만,보유하고 있음
3207053072A_393421,0,  400~500만원미만,보유하고 있음
3207053072A_393428,0,  100만원미만,보유하지 않음
3207053072A_393429,0,  600만원 이상,보유하고 있음
3207053073A_343451,1,  300~400만원미만,보유하고 있음
3207053073A_343453,0,  400~500만원미만,보유하고 있음
3207053073A_343454,0,  500~600만원미만,보유하고 있음
3207053073A_343455,1,  600만원 이상,보유하고 있음
3207053073A_343457,0,  600만원 이상,보유하고 있음
3207053073A_343458,0,  100~200만원미만,보유하고 있음
3207053073A_343460,1,  200~300만원미만,보유하고 있음
3207053073A_343464,0,  100~200만원미만,보유하고 있음
3207053073A_343476,1,  600만원 이상,보유하고 있음
3207053073A_343484,1,  300~400만원미만,보유하고 있음
3207053074A_292189,0,  200~300만원미만,보유하지 않음
3207053074A_292194,0,  200~300만원미만,보유하고 있음
3207053074A_292195,0,  100만원미만,보유하지 않음
3207053074A_292202,0,  500~600만원미만,보유하고 있음
3207053074A_292211,0,  600만원 이상,보유하고 있음
3207053074A_292212,0,  100~200만원미만,보유하고 있음
3207053074A_292218,0,  100~200만원미만,보유하고 있음
3207053074A_292224,1,  200~300만원미만,보유하고 있음
3207053074A_292227,0,  600만원 이상,보유하고 있음
3207053074A_292241,0,  100만원미만,보유하지 않음
3207053107A_317300,0,  400~500만원미만,보유하고 있음
3207053107A_317301,0,  300~400만원미만,보유하고 있음
3207053107A_317305,0,  400~500만원미만,보유하고 있음
3207053107A_317313,0,  200~300만원미만,보유하고 있음
3207053107A_317323,0,  600만원 이상,보유하고 있음
3207053107A_317335,0,  100~200만원미만,보유하지 않음
3207053107A_317338,0,  400~500만원미만,보유하고 있음
3207053107A_317346,0,  100~200만원미만,보유하고 있음
3207053107A_317349,0,  500~600만원미만,보유하고 있음
3207053107A_328283,0,  100만원미만,보유하지 않음
3207054060A_570248,0,  100~200만원미만,보유하고 있음
3207054060A_570250,0,  100만원미만,보유하지 않음
3207054060A_570254,0,  300~400만원미만,보유하고 있음
3207054060A_570260,1,  300~400만원미만,보유하고 있음
3207054060A_570262,0,  500~600만원미만,보유하고 있음
3207054060A_570264,0,  400~500만원미만,보유하고 있음
3207054060A_570269,1,  100~200만원미만,보유하지 않음
3207054060A_570278,0,  300~400만원미만,보유하고 있음
3207054060A_570279,1,  600만원 이상,보유하고 있음
3207054060A_581043,0,  100~200만원미만,보유하고 있음
3207054061A_469247,0,  100만원미만,보유하지 않음
3207054061A_469253,0,  200~300만원미만,보유하고 있음
3207054061A_469255,0,  100만원미만,보유하지 않음
3207054061A_469260,1,  500~600만원미만,보유하고 있음
3207054061A_469263,0,  500~600만원미만,보유하고 있음
3207054061A_469267,1,  100~200만원미만,보유하지 않음
3207054061A_469272,0,  200~300만원미만,보유하고 있음
3207054061A_469277,1,  500~600만원미만,보유하고 있음
3207054061A_469278,1,  500~600만원미만,보유하고 있음
3207054061A_469281,1,  200~300만원미만,보유하고 있음
3207054062A_418997,1,  200~300만원미만,보유하고 있음
3207054062A_419002,1,  400~500만원미만,보유하고 있음
3207054062A_419003,0,  100~200만원미만,보유하지 않음
3207054062A_419007,0,  200~300만원미만,보유하고 있음
3207054062A_419009,0,  600만원 이상,보유하고 있음
3207054062A_419021,1,  300~400만원미만,보유하고 있음
3207054062A_419022,0,  300~400만원미만,보유하고 있음
3207054062A_419025,0,  500~600만원미만,보유하고 있음
3207054062A_419028,1,  100~200만원미만,보유하지 않음
3207054062A_419029,1,  200~300만원미만,보유하고 있음
3207054064A_368184,0,  400~500만원미만,보유하고 있음
3207054064A_368185,0,  100~200만원미만,보유하지 않음
3207054064A_368190,0,  400~500만원미만,보유하고 있음
3207054064A_368197,0,  500~600만원미만,보유하고 있음
3207054064A_368202,0,  100~200만원미만,보유하고 있음
3207054064A_368204,0,  100만원미만,보유하지 않음
3207054064A_368207,0,  600만원 이상,보유하고 있음
3207054064A_368210,0,  100~200만원미만,보유하고 있음
3207054064A_378676,0,  100만원미만,보유하지 않음
3207054064A_378769,1,  600만원 이상,보유하고 있음
3231011054A_454600,0,  300~400만원미만,보유하고 있음
3231011054A_454601,0,  300~400만원미만,보유하고 있음
3231011054A_454611,0,  200~300만원미만,보유하고 있음
3231011054A_454625,0,  100~200만원미만,보유하지 않음
3231011054A_454644,0,  200~300만원미만,보유하고 있음
3231011054A_454733,0,  300~400만원미만,보유하지 않음
3231011054A_454734,1,  400~500만원미만,보유하고 있음
3231011054A_454735,0,  500~600만원미만,보유하고 있음
3231011054A_454736,0,  300~400만원미만,보유하고 있음
3231011054A_454737,0,  500~600만원미만,보유하고 있음
3231011068A_545218,1,  200~300만원미만,보유하고 있음
3231011068A_545219,0,  300~400만원미만,보유하고 있음
3231011068A_545222,0,  300~400만원미만,보유하고 있음
3231011068A_545227,1,  500~600만원미만,보유하고 있음
3231011068A_545228,1,  400~500만원미만,보유하고 있음
3231011068A_545232,1,  500~600만원미만,보유하고 있음
3231011068A_545238,0,  500~600만원미만,보유하고 있음
3231011068A_545243,1,  500~600만원미만,보유하고 있음
3231011068A_545244,0,  200~300만원미만,보유하지 않음
3231011068A_545248,0,  600만원 이상,보유하고 있음
3231011074A_343494,0,  300~400만원미만,보유하고 있음
3231011074A_343497,0,  300~400만원미만,보유하고 있음
3231011074A_343499,0,  300~400만원미만,보유하고 있음
3231011074A_343502,0,  300~400만원미만,보유하고 있음
3231011074A_343505,0,  200~300만원미만,보유하고 있음
3231011074A_343506,0,  100~200만원미만,보유하지 않음
3231011074A_343508,0,  100만원미만,보유하지 않음
3231011074A_343509,0,  500~600만원미만,보유하고 있음
3231011074A_343512,0,  400~500만원미만,보유하고 있음
3231011074A_343517,0,  400~500만원미만,보유하고 있음
3231011132A_292243,0,  100만원미만,보유하지 않음
3231011132A_292257,0,  400~500만원미만,보유하고 있음
3231011132A_292260,1,  500~600만원미만,보유하고 있음
3231011132A_292263,0,  200~300만원미만,보유하고 있음
3231011132A_292275,0,  600만원 이상,보유하고 있음
3231011132A_292312,0,  300~400만원미만,보유하고 있음
3231011132A_302373,1,  500~600만원미만,보유하고 있음
3231011132A_302376,0,  600만원 이상,보유하고 있음
3231011132A_302378,0,  600만원 이상,보유하고 있음
3231011132A_302379,0,  300~400만원미만,보유하고 있음
3231011228A_494949,0,  300~400만원미만,보유하고 있음
3231011228A_494950,1,  400~500만원미만,보유하고 있음
3231011228A_494954,0,  300~400만원미만,보유하고 있음
3231011228A_494958,0,  100만원미만,보유하지 않음
3231011228A_494961,1,  100~200만원미만,보유하지 않음
3231011228A_494965,1,  200~300만원미만,보유하고 있음
3231011228A_494968,0,  300~400만원미만,보유하고 있음
3231011228A_494969,0,  300~400만원미만,보유하고 있음
3231011228A_494973,0,  200~300만원미만,보유하지 않음
3231011228A_494992,1,  200~300만원미만,보유하고 있음
3231036013A_393435,0,  200~300만원미만,보유하고 있음
3231036013A_393440,0,  400~500만원미만,보유하고 있음
3231036013A_393444,0,  200~300만원미만,보유하고 있음
3231036013A_393445,0,  300~400만원미만,보유하고 있음
3231036013A_393447,0,  300~400만원미만,보유하고 있음
3231036013A_393469,0,  300~400만원미만,보유하고 있음
3231036013A_393494,1,  300~400만원미만,보유하고 있음
3231036013A_403650,0,  300~400만원미만,보유하고 있음
3231036013A_403651,0,  300~400만원미만,보유하고 있음
3231036013A_403652,0,  200~300만원미만,보유하고 있음
32310370051_570284,1,  200~300만원미만,보유하지 않음
32310370051_570288,0,  400~500만원미만,보유하고 있음
32310370051_570289,1,  300~400만원미만,보유하고 있음
32310370051_570292,0,  300~400만원미만,보유하고 있음
32310370051_570296,0,  100만원미만,보유하지 않음
32310370051_570299,1,  200~300만원미만,보유하지 않음
32310370051_570301,0,  100만원미만,보유하지 않음
32310370051_570306,1,  200~300만원미만,보유하고 있음
32310370051_570310,0,  300~400만원미만,보유하고 있음
32310370051_570311,0,  300~400만원미만,보유하고 있음
32310370051_570321,1,  200~300만원미만,보유하고 있음
32310370061_519842,0,  100~200만원미만,보유하고 있음
32310370061_519843,0,  100~200만원미만,보유하고 있음
32310370061_519848,1,  200~300만원미만,보유하고 있음
32310370061_519856,0,  500~600만원미만,보유하고 있음
32310370061_519863,0,  300~400만원미만,보유하고 있음
32310370061_519864,0,  100만원미만,보유하지 않음
32310370061_519868,0,  200~300만원미만,보유하고 있음
32310370061_519874,0,  300~400만원미만,보유하고 있음
32310370061_519883,0,  500~600만원미만,보유하고 있음
32310370061_519887,0,  400~500만원미만,보유하고 있음
32310370071_469284,1,  100만원미만,보유하고 있음
32310370071_469285,1,  100~200만원미만,보유하고 있음
32310370071_469289,0,  400~500만원미만,보유하고 있음
32310370071_469315,1,  200~300만원미만,보유하고 있음
32310370071_469316,0,  400~500만원미만,보유하고 있음
32310370071_469318,1,  500~600만원미만,보유하고 있음
32310370071_469321,0,  300~400만원미만,보유하고 있음
32310370071_469325,0,  500~600만원미만,보유하고 있음
32310370071_469330,1,  600만원 이상,보유하고 있음
32310370081_419031,1,  300~400만원미만,보유하고 있음
32310370081_419033,0,  300~400만원미만,보유하고 있음
32310370081_419037,0,  200~300만원미만,보유하고 있음
32310370081_419039,0,  300~400만원미만,보유하고 있음
32310370081_419045,0,  300~400만원미만,보유하고 있음
32310370081_419048,0,  400~500만원미만,보유하고 있음
32310370081_419052,0,  100만원미만,보유하지 않음
32310370081_419055,0,  300~400만원미만,보유하고 있음
32310370081_419071,0,  100~200만원미만,보유하지 않음
32310370081_419094,1,  300~400만원미만,보유하고 있음
32310370091_317353,0,  100만원미만,보유하지 않음
32310370091_317354,0,  300~400만원미만,보유하고 있음
32310370091_317356,0,  100만원미만,보유하지 않음
32310370091_317357,0,  200~300만원미만,보유하고 있음
32310370091_317358,0,  200~300만원미만,보유하고 있음
32310370091_317366,0,  200~300만원미만,보유하고 있음
32310370091_317374,0,  200~300만원미만,보유하고 있음
32310370091_317379,0,  300~400만원미만,보유하고 있음
32310370091_317385,0,  200~300만원미만,보유하고 있음
32310370091_317396,0,  300~400만원미만,보유하고 있음
32310370101_368224,0,  200~300만원미만,보유하지 않음
32310370101_368226,0,  300~400만원미만,보유하고 있음
32310370101_368227,0,  500~600만원미만,보유하고 있음
32310370101_368229,0,  300~400만원미만,보유하고 있음
32310370101_368230,0,  200~300만원미만,보유하고 있음
32310370101_368232,0,  500~600만원미만,보유하고 있음
32310370101_368233,0,  200~300만원미만,보유하고 있음
32310370101_368234,1,  300~400만원미만,보유하고 있음
32310370101_368244,0,  400~500만원미만,보유하고 있음
32310370101_368250,0,  200~300만원미만,보유하고 있음
3232011028A_469335,0,  300~400만원미만,보유하고 있음
3232011028A_469336,0,  300~400만원미만,보유하고 있음
3232011028A_469342,1,  300~400만원미만,보유하고 있음
3232011028A_469348,0,  200~300만원미만,보유하고 있음
3232011028A_469349,0,  400~500만원미만,보유하고 있음
3232011028A_469351,0,  300~400만원미만,보유하고 있음
3232011028A_469354,1,  300~400만원미만,보유하고 있음
3232011028A_469361,0,  200~300만원미만,보유하지 않음
3232011028A_469378,0,  600만원 이상,보유하고 있음
3232011028A_479679,0,  200~300만원미만,보유하고 있음
3232011125A_519890,0,  500~600만원미만,보유하고 있음
3232011125A_519894,0,  300~400만원미만,보유하고 있음
3232011125A_519899,1,  400~500만원미만,보유하고 있음
3232011125A_519901,0,  300~400만원미만,보유하고 있음
3232011125A_519903,1,  400~500만원미만,보유하고 있음
3232011125A_519908,0,  100~200만원미만,보유하고 있음
3232011125A_519912,1,  400~500만원미만,보유하고 있음
3232011125A_519915,0,  100~200만원미만,보유하고 있음
3232011125A_519925,0,  100만원미만,보유하지 않음
3232011125A_519935,1,  400~500만원미만,보유하고 있음
3232033033A_419109,0,  400~500만원미만,보유하고 있음
3232033033A_419111,0,  400~500만원미만,보유하고 있음
3232033033A_419114,0,  100~200만원미만,보유하지 않음
3232033033A_419122,0,  300~400만원미만,보유하고 있음
3232033033A_419123,0,  500~600만원미만,보유하고 있음
3232033033A_419125,1,  200~300만원미만,보유하고 있음
3232033033A_419132,0,  100~200만원미만,보유하지 않음
3232033033A_419136,0,  500~600만원미만,보유하고 있음
3232033033A_419141,0,  200~300만원미만,보유하고 있음
3232033033A_419142,1,  300~400만원미만,보유하고 있음
3232033034A_368288,0,  100만원미만,보유하지 않음
3232033034A_368292,0,  500~600만원미만,보유하고 있음
3232033034A_378467,1,  300~400만원미만,보유하고 있음
3232033034A_378468,1,  200~300만원미만,보유하지 않음
3232033034A_378469,0,  300~400만원미만,보유하고 있음
3232033034A_378470,1,  200~300만원미만,보유하고 있음
3232033034A_378471,0,  300~400만원미만,보유하고 있음
3232033034A_378472,1,  400~500만원미만,보유하고 있음
3232033034A_378473,0,  300~400만원미만,보유하고 있음
3232033034A_378474,0,  100만원미만,보유하지 않음
3232033036A_317406,0,  600만원 이상,보유하고 있음
3232033036A_317409,0,  300~400만원미만,보유하고 있음
3232033036A_317410,0,  100만원미만,보유하지 않음
3232033036A_317411,0,  500~600만원미만,보유하고 있음
3232033036A_317412,0,  100~200만원미만,보유하지 않음
3232033036A_317419,0,  400~500만원미만,보유하고 있음
3232033036A_317425,0,  500~600만원미만,보유하고 있음
3232033036A_317436,0,  300~400만원미만,보유하고 있음
3232033036A_317448,0,  500~600만원미만,보유하고 있음
3232033036A_317460,0,  100만원미만,보유하지 않음
3232033037A_570339,1,  200~300만원미만,보유하고 있음
3232033037A_570344,0,  200~300만원미만,보유하지 않음
3232033037A_570347,1,  200~300만원미만,보유하지 않음
3232033037A_570348,0,  300~400만원미만,보유하고 있음
3232033037A_570351,1,  300~400만원미만,보유하고 있음
3232033037A_570355,0,  400~500만원미만,보유하고 있음
3232033037A_570359,1,  300~400만원미만,보유하고 있음
3232033037A_570361,1,  300~400만원미만,보유하고 있음
3232033037A_570362,0,  200~300만원미만,보유하고 있음
3232033037A_570372,0,  100~200만원미만,보유하지 않음
3232033037A_570382,0,  100~200만원미만,보유하지 않음
32320340281_495010,0,  400~500만원미만,보유하고 있음
32320340281_495019,0,  200~300만원미만,보유하지 않음
32320340281_495022,0,  200~300만원미만,보유하지 않음
32320340281_495027,0,  300~400만원미만,보유하고 있음
32320340281_495028,0,  200~300만원미만,보유하고 있음
32320340281_495032,0,  400~500만원미만,보유하고 있음
32320340281_495033,0,  200~300만원미만,보유하지 않음
32320340281_495035,1,  200~300만원미만,보유하고 있음
32320340281_495038,1,  400~500만원미만,보유하고 있음
32320340281_495047,1,  300~400만원미만,보유하고 있음
32320350261_545259,0,  300~400만원미만,보유하고 있음
32320350261_545260,0,  200~300만원미만,보유하고 있음
32320350261_545264,0,  200~300만원미만,보유하고 있음
32320350261_545269,1,  300~400만원미만,보유하고 있음
32320350261_545271,0,  300~400만원미만,보유하고 있음
32320350261_545275,1,  500~600만원미만,보유하고 있음
32320350261_545280,0,  200~300만원미만,보유하고 있음
32320350261_545281,0,  200~300만원미만,보유하지 않음
32320350261_545297,0,  200~300만원미만,보유하고 있음
32320350261_545303,0,  200~300만원미만,보유하지 않음
32320350271_444318,0,  200~300만원미만,보유하지 않음
32320350271_444319,0,  200~300만원미만,보유하고 있음
32320350271_444320,0,  300~400만원미만,보유하고 있음
32320350271_444321,1,  200~300만원미만,보유하고 있음
32320350271_444324,1,  200~300만원미만,보유하고 있음
32320350271_444325,0,  200~300만원미만,보유하지 않음
32320350271_444326,0,  200~300만원미만,보유하고 있음
32320350271_444327,0,  300~400만원미만,보유하고 있음
32320350271_444328,0,  200~300만원미만,보유하고 있음
32320350271_444330,0,  200~300만원미만,보유하고 있음
32320350281_393517,1,  400~500만원미만,보유하고 있음
32320350281_393523,0,  300~400만원미만,보유하고 있음
32320350281_393528,1,  500~600만원미만,보유하고 있음
32320350281_393532,0,  200~300만원미만,보유하고 있음
32320350281_393540,0,  200~300만원미만,보유하지 않음
32320350281_393541,0,  300~400만원미만,보유하고 있음
32320350281_393543,0,  500~600만원미만,보유하고 있음
32320350281_393553,1,  300~400만원미만,보유하고 있음
32320350281_393559,1,  400~500만원미만,보유하고 있음
32320350281_393571,1,  300~400만원미만,보유하고 있음
32320350291_343525,0,  200~300만원미만,보유하고 있음
32320350291_343528,1,  300~400만원미만,보유하고 있음
32320350291_343529,0,  100만원미만,보유하지 않음
32320350291_343530,0,  200~300만원미만,보유하고 있음
32320350291_343531,0,  400~500만원미만,보유하고 있음
32320350291_343537,0,  100~200만원미만,보유하지 않음
32320350291_343540,0,  100만원미만,보유하지 않음
32320350291_343544,0,  100만원미만,보유하지 않음
32320350291_343548,0,  100만원미만,보유하고 있음
32320350291_343551,0,  200~300만원미만,보유하고 있음
32320350301_292317,0,  100만원미만,보유하지 않음
32320350301_292318,0,  300~400만원미만,보유하고 있음
32320350301_292319,1,  500~600만원미만,보유하고 있음
32320350301_292320,0,  300~400만원미만,보유하고 있음
32320350301_292326,0,  100만원미만,보유하지 않음
32320350301_292327,0,  200~300만원미만,보유하고 있음
32320350301_292328,0,  300~400만원미만,보유하고 있음
32320350301_292336,0,  600만원 이상,보유하고 있음
32320350301_292348,0,  600만원 이상,보유하고 있음
32320350301_292360,0,  600만원 이상,보유하고 있음
3233011040A_393577,1,  400~500만원미만,보유하고 있음
3233011040A_393578,0,  300~400만원미만,보유하고 있음
3233011040A_393581,0,  100~200만원미만,보유하지 않음
3233011040A_393587,1,  300~400만원미만,보유하고 있음
3233011040A_393591,1,  300~400만원미만,보유하고 있음
3233011040A_393596,0,  100만원미만,보유하지 않음
3233011040A_393601,1,  400~500만원미만,보유하고 있음
3233011040A_393606,0,  400~500만원미만,보유하고 있음
3233011040A_393608,1,  300~400만원미만,보유하고 있음
3233011040A_404083,1,  400~500만원미만,보유하고 있음
3233011078A_495055,1,  400~500만원미만,보유하고 있음
3233011078A_495058,0,  200~300만원미만,보유하고 있음
3233011078A_495060,0,  500~600만원미만,보유하고 있음
3233011078A_495062,0,  400~500만원미만,보유하고 있음
3233011078A_495067,0,  100만원미만,보유하지 않음
3233011078A_495070,0,  400~500만원미만,보유하고 있음
3233011078A_495090,0,  300~400만원미만,보유하고 있음
3233011078A_495103,0,  100만원미만,보유하고 있음
3233011078A_504978,1,  300~400만원미만,보유하고 있음
3233011078A_504979,1,  400~500만원미만,보유하고 있음
32330111101_519939,0,  400~500만원미만,보유하고 있음
32330111101_519945,1,  300~400만원미만,보유하고 있음
32330111101_519946,0,  500~600만원미만,보유하고 있음
32330111101_519949,1,  400~500만원미만,보유하고 있음
32330111101_519952,0,  400~500만원미만,보유하고 있음
32330111101_519964,0,  100~200만원미만,보유하지 않음
32330111101_519976,0,  500~600만원미만,보유하고 있음
32330111101_519988,0,  200~300만원미만,보유하고 있음
32330111101_519993,0,  400~500만원미만,보유하고 있음
32330111101_580681,0,  300~400만원미만,보유하고 있음
32330111111_317475,0,  100만원미만,보유하지 않음
32330111111_317477,0,  100~200만원미만,보유하지 않음
32330111111_317484,0,  200~300만원미만,보유하고 있음
32330111111_317487,1,  500~600만원미만,보유하고 있음
32330111111_317498,0,  500~600만원미만,보유하고 있음
32330111111_317499,0,  300~400만원미만,보유하고 있음
32330111111_317515,0,  500~600만원미만,보유하고 있음
32330111111_317517,0,  400~500만원미만,보유하고 있음
32330111111_317534,0,  300~400만원미만,보유하고 있음
32330111111_317539,0,  100~200만원미만,보유하고 있음
32330111181_368343,0,  400~500만원미만,보유하고 있음
32330111181_368347,0,  300~400만원미만,보유하고 있음
32330111181_368350,0,  100만원미만,보유하지 않음
32330111181_368353,0,  300~400만원미만,보유하고 있음
32330111181_368356,0,  100만원미만,보유하지 않음
32330111181_368376,0,  300~400만원미만,보유하고 있음
32330111181_368378,0,  300~400만원미만,보유하고 있음
32330111181_368380,0,  100~200만원미만,보유하고 있음
32330111181_378437,0,  300~400만원미만,보유하고 있음
