ID,SA1_1,BINC1,DQ7
24010720221_435551,0,  500~600만원미만,보유하고 있음
24010720221_435552,0,  100~200만원미만,보유하지 않음
2401073019A_384812,1,  400~500만원미만,보유하고 있음
2401073019A_384814,0,  600만원 이상,보유하고 있음
2401073019A_384820,0,  600만원 이상,보유하고 있음
2401073019A_384822,0,  400~500만원미만,보유하고 있음
2401073019A_384824,0,  500~600만원미만,보유하고 있음
2401073019A_384830,1,  300~400만원미만,보유하고 있음
2401073019A_384831,0,  200~300만원미만,보유하고 있음
2401073019A_384837,0,  600만원 이상,보유하고 있음
2401073019A_384841,0,  200~300만원미만,보유하고 있음
2401073019A_384846,0,  300~400만원미만,보유하고 있음
2401073019A_384855,1,  400~500만원미만,보유하고 있음
2401073100A_410303,1,  500~600만원미만,보유하고 있음
2401073100A_410306,1,  200~300만원미만,보유하고 있음
2401073100A_410315,0,  300~400만원미만,보유하고 있음
2401073100A_410317,0,  500~600만원미만,보유하고 있음
2401073100A_410322,0,  500~600만원미만,보유하고 있음
2401073100A_410324,0,  300~400만원미만,보유하고 있음
2401073100A_410325,1,  200~300만원미만,보유하고 있음
2401073100A_410328,0,  400~500만원미만,보유하고 있음
2401073100A_410344,0,  100~200만원미만,보유하고 있음
2401073100A_410357,0,  200~300만원미만,보유하고 있음
24020530021_460638,0,  100~200만원미만,보유하지 않음
24020530021_460651,0,  100~200만원미만,보유하고 있음
24020530021_460669,0,  500~600만원미만,보유하고 있음
24020530021_460677,1,  300~400만원미만,보유하고 있음
24020530021_460683,0,  300~400만원미만,보유하고 있음
24020530021_460684,0,  200~300만원미만,보유하지 않음
24020530021_460686,0,  300~400만원미만,보유하고 있음
24020530021_460689,1,  600만원 이상,보유하고 있음
24020530021_460693,0,  300~400만원미만,보유하고 있음
24020530021_460696,0,  200~300만원미만,보유하지 않음
2402054030A_435560,1,  200~300만원미만,보유하고 있음
2402054030A_435561,0,  400~500만원미만,보유하고 있음
2402054030A_435565,1,  400~500만원미만,보유하고 있음
2402054030A_435571,0,  100만원미만,보유하지 않음
2402054030A_435572,1,  400~500만원미만,보유하고 있음
2402054030A_435577,1,  200~300만원미만,보유하고 있음
2402054030A_435578,1,  300~400만원미만,보유하고 있음
2402054030A_435582,1,  400~500만원미만,보유하고 있음
2402054030A_435585,0,  600만원 이상,보유하고 있음
2402054030A_435586,0,  500~600만원미만,보유하고 있음
24020540991_486193,1,  500~600만원미만,보유하고 있음
24020540991_486195,1,  600만원 이상,보유하고 있음
24020540991_486196,1,  200~300만원미만,보유하고 있음
24020540991_486206,0,  300~400만원미만,보유하지 않음
24020540991_486210,1,  600만원 이상,보유하고 있음
24020540991_486211,1,  600만원 이상,보유하고 있음
24020540991_486217,0,  300~400만원미만,보유하고 있음
24020540991_486218,0,  600만원 이상,보유하고 있음
24020540991_486220,0,  100~200만원미만,보유하지 않음
24020540991_486222,1,  500~600만원미만,보유하고 있음
24020560211_511077,0,  400~500만원미만,보유하고 있음
24020560211_511078,1,  300~400만원미만,보유하고 있음
24020560211_511085,1,  200~300만원미만,보유하고 있음
24020560211_511090,1,  500~600만원미만,보유하고 있음
24020560211_511092,0,  600만원 이상,보유하고 있음
24020560211_511103,1,  600만원 이상,보유하고 있음
24020560211_511109,0,  400~500만원미만,보유하고 있음
24020560211_511111,0,  400~500만원미만,보유하고 있음
24020560211_511123,1,  400~500만원미만,보유하고 있음
24020560211_511131,0,  100~200만원미만,보유하지 않음
2402057070A_460702,1,  200~300만원미만,보유하고 있음
2402057070A_460705,0,  100~200만원미만,보유하지 않음
2402057070A_460709,1,  400~500만원미만,보유하고 있음
2402057070A_460711,0,  400~500만원미만,보유하고 있음
2402057070A_460716,1,  300~400만원미만,보유하고 있음
2402057070A_460725,0,  500~600만원미만,보유하고 있음
2402057070A_460726,0,  300~400만원미만,보유하고 있음
2402057070A_460728,0,  400~500만원미만,보유하고 있음
2402057070A_460740,0,  100만원미만,보유하지 않음
2402057070A_460747,0,  500~600만원미만,보유하고 있음
2402058008A_486231,0,  400~500만원미만,보유하고 있음
2402058008A_486237,0,  400~500만원미만,보유하고 있음
2402058008A_486239,0,  100만원미만,보유하지 않음
2402058008A_486243,0,  600만원 이상,보유하고 있음
2402058008A_486248,1,  100만원미만,보유하고 있음
2402058008A_486249,0,  300~400만원미만,보유하고 있음
2402058008A_486254,1,  500~600만원미만,보유하고 있음
2402058008A_486263,1,  300~400만원미만,보유하고 있음
2402058008A_486275,1,  400~500만원미만,보유하고 있음
2402058008A_486276,1,  500~600만원미만,보유하고 있음
24020580151_536388,1,  200~300만원미만,보유하고 있음
24020580151_536394,0,  400~500만원미만,보유하고 있음
24020580151_536396,1,  600만원 이상,보유하고 있음
24020580151_536398,1,  500~600만원미만,보유하고 있음
24020580151_536400,0,  200~300만원미만,보유하고 있음
24020580151_536402,1,  500~600만원미만,보유하고 있음
24020580151_536408,1,  300~400만원미만,보유하고 있음
24020580151_536416,0,  500~600만원미만,보유하고 있음
24020580151_536439,0,  300~400만원미만,보유하고 있음
24020580151_536442,0,  100만원미만,보유하지 않음
2402058111A_511149,1,  300~400만원미만,보유하고 있음
2402058111A_511160,0,  100~200만원미만,보유하지 않음
2402058111A_511169,0,  400~500만원미만,보유하고 있음
2402058111A_511172,1,  500~600만원미만,보유하고 있음
2402058111A_511180,1,  500~600만원미만,보유하고 있음
2402058111A_511185,1,  300~400만원미만,보유하고 있음
2402058111A_511193,1,  500~600만원미만,보유하고 있음
2402058111A_511205,1,  400~500만원미만,보유하고 있음
2402058111A_511216,1,  300~400만원미만,보유하고 있음
2402058111A_511217,0,  100만원미만,보유하지 않음
24020581501_561667,1,  500~600만원미만,보유하고 있음
24020581501_561670,0,  500~600만원미만,보유하고 있음
24020581501_561694,1,  600만원 이상,보유하고 있음
24020581501_561695,0,  200~300만원미만,보유하고 있음
24020581501_561697,1,  400~500만원미만,보유하고 있음
24020581501_561698,1,  600만원 이상,보유하고 있음
24020581501_561719,1,  300~400만원미만,보유하고 있음
24020581501_561720,1,  600만원 이상,보유하고 있음
24020581501_561721,0,  600만원 이상,보유하고 있음
24020581501_561726,0,  400~500만원미만,보유하고 있음
24020581501_561729,0,  600만원 이상,보유하고 있음
24020590271_283720,1,  100~200만원미만,보유하고 있음
24020590271_283721,0,  300~400만원미만,보유하고 있음
24020590271_283734,1,  300~400만원미만,보유하고 있음
24020590271_283739,0,  400~500만원미만,보유하고 있음
24020590271_283750,1,  600만원 이상,보유하고 있음
24020590271_283754,1,  600만원 이상,보유하고 있음
24020590271_283763,0,  300~400만원미만,보유하고 있음
24020590271_283776,1,  200~300만원미만,보유하고 있음
24020590271_283789,1,  600만원 이상,보유하고 있음
24020590271_283796,1,  500~600만원미만,보유하고 있음
2402059070A_536446,0,  200~300만원미만,보유하고 있음
2402059070A_536449,1,  200~300만원미만,보유하고 있음
2402059070A_536450,1,  300~400만원미만,보유하고 있음
2402059070A_536455,0,  100만원미만,보유하지 않음
2402059070A_536459,0,  300~400만원미만,보유하고 있음
2402059070A_536462,1,  300~400만원미만,보유하고 있음
2402059070A_536465,1,  400~500만원미만,보유하고 있음
2402059070A_536468,0,  300~400만원미만,보유하고 있음
2402059070A_536470,0,  100만원미만,보유하지 않음
2402059070A_536485,0,  100만원미만,보유하지 않음
2402059156A_561742,1,  500~600만원미만,보유하고 있음
2402059156A_561744,0,  100~200만원미만,보유하지 않음
2402059156A_561751,1,  300~400만원미만,보유하고 있음
2402059156A_561753,1,  600만원 이상,보유하고 있음
2402059156A_561755,0,  100~200만원미만,보유하지 않음
2402059156A_561758,0,  400~500만원미만,보유하고 있음
2402059156A_561760,0,  200~300만원미만,보유하고 있음
2402059156A_561769,1,  500~600만원미만,보유하고 있음
2402059156A_561771,1,  200~300만원미만,보유하지 않음
2402059156A_561772,1,  300~400만원미만,보유하고 있음
2402059156A_561777,1,  100~200만원미만,보유하지 않음
24020591731_308598,0,  400~500만원미만,보유하고 있음
24020591731_308601,0,  100~200만원미만,보유하고 있음
24020591731_308609,1,  600만원 이상,보유하고 있음
24020591731_308610,0,  600만원 이상,보유하고 있음
24020591731_308613,1,  300~400만원미만,보유하고 있음
24020591731_308614,0,  500~600만원미만,보유하고 있음
24020591731_308615,1,  200~300만원미만,보유하고 있음
24020591731_308616,0,  600만원 이상,보유하고 있음
24020591731_308633,1,  600만원 이상,보유하고 있음
24020591731_308635,1,  200~300만원미만,보유하고 있음
2402060045A_283801,0,  300~400만원미만,보유하고 있음
2402060045A_283807,1,  500~600만원미만,보유하고 있음
2402060045A_283808,0,  300~400만원미만,보유하고 있음
2402060045A_283811,0,  200~300만원미만,보유하고 있음
2402060045A_283814,0,  600만원 이상,보유하고 있음
2402060045A_283818,1,  200~300만원미만,보유하고 있음
2402060045A_283839,0,  200~300만원미만,보유하고 있음
2402060045A_283848,0,  100만원미만,보유하지 않음
2402060045A_283849,1,  300~400만원미만,보유하고 있음
2402060045A_283854,1,  300~400만원미만,보유하고 있음
24020601191_334897,0,  500~600만원미만,보유하고 있음
24020601191_334899,1,  300~400만원미만,보유하고 있음
24020601191_334901,1,  100~200만원미만,보유하지 않음
24020601191_334902,1,  100~200만원미만,보유하고 있음
24020601191_334930,0,  500~600만원미만,보유하고 있음
24020601191_334935,0,  100~200만원미만,보유하지 않음
24020601191_334944,1,  600만원 이상,보유하고 있음
24020601191_334946,0,  500~600만원미만,보유하고 있음
24020601191_334947,0,  600만원 이상,보유하고 있음
24020601191_334950,2,  600만원 이상,보유하고 있음
2402061030A_308638,0,  600만원 이상,보유하고 있음
2402061030A_308639,1,  500~600만원미만,보유하고 있음
2402061030A_308663,0,  600만원 이상,보유하고 있음
2402061030A_308672,0,  400~500만원미만,보유하고 있음
2402061030A_308673,1,  600만원 이상,보유하고 있음
2402061030A_308684,0,  300~400만원미만,보유하고 있음
2402061030A_308685,0,  600만원 이상,보유하고 있음
2402061030A_308690,0,  400~500만원미만,보유하고 있음
2402061030A_308693,0,  400~500만원미만,보유하고 있음
2402061030A_308695,0,  200~300만원미만,보유하지 않음
2402061096A_334958,0,  400~500만원미만,보유하고 있음
2402061096A_334961,1,  300~400만원미만,보유하고 있음
2402061096A_334976,0,  600만원 이상,보유하고 있음
2402061096A_334977,0,  400~500만원미만,보유하고 있음
2402061096A_334985,0,  300~400만원미만,보유하고 있음
2402061096A_334987,0,  500~600만원미만,보유하고 있음
2402061096A_334991,1,  500~600만원미만,보유하고 있음
2402061096A_334992,0,  600만원 이상,보유하고 있음
2402061096A_334994,0,  300~400만원미만,보유하고 있음
2402061096A_334997,1,  400~500만원미만,보유하고 있음
24020620311_359826,1,  100~200만원미만,보유하지 않음
24020620311_359830,1,  600만원 이상,보유하고 있음
24020620311_359835,1,  100~200만원미만,보유하고 있음
24020620311_359836,0,  500~600만원미만,보유하고 있음
24020620311_359840,0,  300~400만원미만,보유하고 있음
24020620311_359842,0,  600만원 이상,보유하고 있음
24020620311_359846,1,  300~400만원미만,보유하고 있음
24020620311_359859,0,  600만원 이상,보유하고 있음
24020620311_359861,0,  600만원 이상,보유하고 있음
24020620311_359866,1,  100~200만원미만,보유하지 않음
2402062062A_359873,0,  600만원 이상,보유하고 있음
2402062062A_359875,1,  300~400만원미만,보유하고 있음
2402062062A_359882,1,  300~400만원미만,보유하고 있음
2402062062A_359890,1,  600만원 이상,보유하고 있음
2402062062A_359908,1,  600만원 이상,보유하고 있음
2402062062A_359914,0,  600만원 이상,보유하고 있음
2402062062A_359916,1,  600만원 이상,보유하고 있음
2402062062A_359919,0,  600만원 이상,보유하고 있음
2402062062A_359935,0,  200~300만원미만,보유하고 있음
2402062062A_359936,0,  400~500만원미만,보유하고 있음
2402063063A_384861,0,  200~300만원미만,보유하고 있음
2402063063A_384869,1,  300~400만원미만,보유하고 있음
2402063063A_384875,0,  500~600만원미만,보유하고 있음
2402063063A_384884,1,  600만원 이상,보유하고 있음
2402063063A_384892,0,  500~600만원미만,보유하고 있음
2402063063A_384894,0,  500~600만원미만,보유하고 있음
2402063063A_384896,1,  500~600만원미만,보유하고 있음
2402063063A_384902,1,  500~600만원미만,보유하고 있음
2402063063A_384912,1,  600만원 이상,보유하고 있음
2402063063A_384917,0,  400~500만원미만,보유하고 있음
2402063063A_384919,1,  300~400만원미만,보유하고 있음
24020640381_384935,0,  400~500만원미만,보유하고 있음
24020640381_384936,0,  300~400만원미만,보유하고 있음
24020640381_384938,1,  200~300만원미만,보유하고 있음
24020640381_384939,1,  400~500만원미만,보유하고 있음
24020640381_384941,1,  300~400만원미만,보유하고 있음
24020640381_384943,0,  600만원 이상,보유하고 있음
24020640381_384958,0,  400~500만원미만,보유하고 있음
24020640381_384959,0,  200~300만원미만,보유하고 있음
24020640381_384965,0,  400~500만원미만,보유하고 있음
24020640381_384978,0,  100~200만원미만,보유하고 있음
2402066010A_410374,0,  600만원 이상,보유하고 있음
2402066010A_410376,0,  200~300만원미만,보유하고 있음
2402066010A_410380,0,  200~300만원미만,보유하고 있음
2402066010A_410385,0,  300~400만원미만,보유하고 있음
2402066010A_410392,1,  500~600만원미만,보유하고 있음
2402066010A_410398,0,  600만원 이상,보유하고 있음
2402066010A_410400,0,  400~500만원미만,보유하고 있음
2402066010A_410404,0,  300~400만원미만,보유하고 있음
2402066010A_410406,0,  600만원 이상,보유하고 있음
2402066010A_410410,0,  600만원 이상,보유하고 있음
2402066099A_435603,0,  400~500만원미만,보유하고 있음
2402066099A_435606,0,  600만원 이상,보유하고 있음
2402066099A_435607,0,  100~200만원미만,보유하지 않음
2402066099A_435611,1,  300~400만원미만,보유하고 있음
2402066099A_435615,1,  600만원 이상,보유하고 있음
2402066099A_435618,0,  500~600만원미만,보유하고 있음
2402066099A_435621,0,  600만원 이상,보유하고 있음
2402066099A_435623,1,  600만원 이상,보유하고 있음
2402066099A_435635,1,  200~300만원미만,보유하고 있음
2402066099A_435644,1,  400~500만원미만,보유하고 있음
2402066170A_460774,1,  100~200만원미만,보유하지 않음
2402066170A_460783,1,  600만원 이상,보유하고 있음
2402066170A_460787,1,  600만원 이상,보유하고 있음
2402066170A_460789,0,  500~600만원미만,보유하고 있음
2402066170A_460793,0,  300~400만원미만,보유하고 있음
2402066170A_460798,0,  400~500만원미만,보유하고 있음
2402066170A_460802,0,  600만원 이상,보유하고 있음
2402066170A_460811,1,  600만원 이상,보유하고 있음
2402066170A_460812,1,  500~600만원미만,보유하고 있음
2402066170A_460814,0,  600만원 이상,보유하고 있음
24020670031_410415,1,  300~400만원미만,보유하고 있음
24020670031_410433,0,  300~400만원미만,보유하고 있음
24020670031_410450,1,  600만원 이상,보유하고 있음
24020670031_410452,0,  500~600만원미만,보유하고 있음
24020670031_410453,0,  600만원 이상,보유하고 있음
24020670031_410456,1,  500~600만원미만,보유하고 있음
24020670031_410467,0,  600만원 이상,보유하고 있음
24020670031_410478,0,  100~200만원미만,보유하지 않음
24020670031_410480,0,  300~400만원미만,보유하고 있음
24020670031_410484,1,  100만원미만,보유하지 않음
2402067015A_486281,0,  300~400만원미만,보유하고 있음
2402067015A_486303,0,  500~600만원미만,보유하고 있음
2402067015A_486304,0,  400~500만원미만,보유하고 있음
2402067015A_486325,1,  600만원 이상,보유하고 있음
2402067015A_486331,0,  600만원 이상,보유하고 있음
2402067015A_486334,0,  300~400만원미만,보유하고 있음
2402067015A_486337,0,  400~500만원미만,보유하고 있음
2402067015A_486339,0,  300~400만원미만,보유하고 있음
2402067015A_486340,0,  400~500만원미만,보유하고 있음
2402067015A_486346,0,  500~600만원미만,보유하고 있음
2402067083A_511222,0,  300~400만원미만,보유하고 있음
2402067083A_511233,0,  600만원 이상,보유하고 있음
2402067083A_511253,0,  600만원 이상,보유하고 있음
2402067083A_511256,1,  400~500만원미만,보유하고 있음
2402067083A_511260,0,  300~400만원미만,보유하고 있음
2402067083A_511265,0,  200~300만원미만,보유하고 있음
2402067083A_511269,0,  300~400만원미만,보유하고 있음
2402067083A_511270,0,  600만원 이상,보유하고 있음
2402067083A_511273,1,  400~500만원미만,보유하고 있음
2402067083A_511277,0,  500~600만원미만,보유하고 있음
2402067160A_536503,0,  600만원 이상,보유하고 있음
2402067160A_536513,0,  500~600만원미만,보유하고 있음
2402067160A_536522,0,  300~400만원미만,보유하고 있음
2402067160A_536524,1,  500~600만원미만,보유하고 있음
2402067160A_536540,0,  600만원 이상,보유하고 있음
2402067160A_536542,0,  600만원 이상,보유하고 있음
2402067160A_536552,0,  400~500만원미만,보유하고 있음
2402067160A_536553,0,  300~400만원미만,보유하고 있음
2402067160A_536557,0,  600만원 이상,보유하고 있음
2402067160A_536567,0,  600만원 이상,보유하고 있음
24020672061_435655,0,  100만원미만,보유하지 않음
24020672061_435658,0,  300~400만원미만,보유하고 있음
24020672061_435669,0,  300~400만원미만,보유하고 있음
24020672061_435672,0,  600만원 이상,보유하고 있음
24020672061_435675,0,  300~400만원미만,보유하고 있음
24020672061_435676,0,  300~400만원미만,보유하고 있음
24020672061_435683,0,  100만원미만,보유하지 않음
24020672061_435684,0,  300~400만원미만,보유하고 있음
24020672061_435691,0,  500~600만원미만,보유하고 있음
24020672061_435692,1,  400~500만원미만,보유하고 있음
2402067225A_561782,1,  100~200만원미만,보유하지 않음
2402067225A_561792,0,  600만원 이상,보유하고 있음
2402067225A_561796,0,  100만원미만,보유하지 않음
2402067225A_561798,0,  400~500만원미만,보유하고 있음
2402067225A_561812,0,  300~400만원미만,보유하고 있음
2402067225A_561813,0,  300~400만원미만,보유하고 있음
2402067225A_561816,0,  400~500만원미만,보유하고 있음
2402067225A_561821,0,  400~500만원미만,보유하고 있음
2402067225A_561823,0,  400~500만원미만,보유하고 있음
2402067225A_561830,0,  300~400만원미만,보유하고 있음
2402068052A_283869,1,  400~500만원미만,보유하고 있음
2402068052A_283871,0,  500~600만원미만,보유하고 있음
2402068052A_283877,0,  100~200만원미만,보유하고 있음
2402068052A_283882,0,  300~400만원미만,보유하고 있음
2402068052A_283884,1,  300~400만원미만,보유하고 있음
2402068052A_283890,0,  300~400만원미만,보유하고 있음
2402068052A_283900,0,  300~400만원미만,보유하고 있음
2402068052A_283902,0,  200~300만원미만,보유하고 있음
2402068052A_283904,0,  400~500만원미만,보유하고 있음
2402068052A_283914,0,  200~300만원미만,보유하지 않음
2402068052A_283915,0,  500~600만원미만,보유하고 있음
2402068109A_308703,0,  300~400만원미만,보유하고 있음
2402068109A_308706,0,  300~400만원미만,보유하고 있음
2402068109A_308710,0,  100~200만원미만,보유하고 있음
2402068109A_308718,0,  400~500만원미만,보유하고 있음
2402068109A_308722,0,  300~400만원미만,보유하고 있음
2402068109A_308727,1,  200~300만원미만,보유하고 있음
2402068109A_308731,0,  200~300만원미만,보유하고 있음
2402068109A_308732,0,  300~400만원미만,보유하고 있음
2402068109A_308740,0,  100~200만원미만,보유하지 않음
2402068109A_308743,1,  300~400만원미만,보유하고 있음
2402069039A_335012,0,  400~500만원미만,보유하고 있음
2402069039A_335018,0,  600만원 이상,보유하고 있음
2402069039A_335021,0,  500~600만원미만,보유하고 있음
2402069039A_335024,0,  400~500만원미만,보유하고 있음
2402069039A_335026,0,  500~600만원미만,보유하고 있음
2402069039A_335028,0,  100~200만원미만,보유하지 않음
2402069039A_335031,0,  400~500만원미만,보유하고 있음
2402069039A_335035,1,  600만원 이상,보유하고 있음
2402069039A_335041,1,  200~300만원미만,보유하고 있음
2402069039A_335043,0,  100~200만원미만,보유하지 않음
2402069091A_359949,0,  600만원 이상,보유하고 있음
2402069091A_359950,0,  500~600만원미만,보유하고 있음
2402069091A_359953,1,  600만원 이상,보유하고 있음
2402069091A_359975,0,  300~400만원미만,보유하고 있음
2402069091A_359977,0,  300~400만원미만,보유하고 있음
2402069091A_359981,1,  300~400만원미만,보유하고 있음
2402069091A_359983,0,  500~600만원미만,보유하고 있음
2402069091A_359984,0,  400~500만원미만,보유하고 있음
2402069091A_359997,0,  400~500만원미만,보유하고 있음
2402069091A_359998,0,  600만원 이상,보유하고 있음
2402069146A_385000,0,  200~300만원미만,보유하고 있음
2402069146A_385005,0,  400~500만원미만,보유하고 있음
2402069146A_385019,0,  100만원미만,보유하지 않음
2402069146A_385023,0,  200~300만원미만,보유하고 있음
2402069146A_385036,1,  500~600만원미만,보유하고 있음
2402069146A_385040,0,  300~400만원미만,보유하고 있음
2402069146A_385041,0,  300~400만원미만,보유하고 있음
2402069146A_385049,0,  200~300만원미만,보유하고 있음
2402069146A_385051,0,  300~400만원미만,보유하고 있음
2402069146A_385055,0,  200~300만원미만,보유하고 있음
2402070052A_410499,0,  300~400만원미만,보유하고 있음
2402070052A_410501,0,  200~300만원미만,보유하고 있음
2402070052A_410525,0,  300~400만원미만,보유하고 있음
2402070052A_410533,1,  200~300만원미만,보유하고 있음
2402070052A_410535,0,  300~400만원미만,보유하고 있음
2402070052A_410556,1,  200~300만원미만,보유하고 있음
2402070052A_410563,0,  300~400만원미만,보유하고 있음
2402070052A_410565,1,  300~400만원미만,보유하고 있음
2402070052A_410566,0,  300~400만원미만,보유하고 있음
2402070052A_410571,0,  600만원 이상,보유하고 있음
24030510051_460832,0,  400~500만원미만,보유하고 있음
24030510051_460833,1,  300~400만원미만,보유하고 있음
24030510051_460834,0,  300~400만원미만,보유하고 있음
24030510051_460837,0,  500~600만원미만,보유하고 있음
24030510051_460838,1,  200~300만원미만,보유하고 있음
24030510051_460847,0,  300~400만원미만,보유하고 있음
24030510051_460848,0,  400~500만원미만,보유하고 있음
24030510051_460850,1,  500~600만원미만,보유하고 있음
24030510051_460852,0,  200~300만원미만,보유하고 있음
24030510051_460855,1,  100만원미만,보유하지 않음
2403051026A_435696,1,  400~500만원미만,보유하고 있음
2403051026A_435698,0,  300~400만원미만,보유하고 있음
2403051026A_435699,0,  400~500만원미만,보유하고 있음
2403051026A_435703,1,  500~600만원미만,보유하고 있음
2403051026A_435706,1,  400~500만원미만,보유하고 있음
2403051026A_435708,0,  400~500만원미만,보유하고 있음
2403051026A_435711,0,  400~500만원미만,보유하고 있음
2403051026A_435712,0,  400~500만원미만,보유하고 있음
2403051026A_435717,0,  500~600만원미만,보유하고 있음
2403051026A_435740,1,  200~300만원미만,보유하고 있음
2403052048A_460862,0,  200~300만원미만,보유하고 있음
2403052048A_460865,1,  400~500만원미만,보유하고 있음
2403052048A_460870,1,  600만원 이상,보유하고 있음
2403052048A_460874,0,  400~500만원미만,보유하고 있음
2403052048A_460876,1,  100만원미만,보유하지 않음
2403052048A_460878,0,  600만원 이상,보유하고 있음
2403052048A_460880,0,  500~600만원미만,보유하고 있음
2403052048A_460884,1,  500~600만원미만,보유하고 있음
2403052048A_460895,1,  500~600만원미만,보유하고 있음
2403052048A_460904,1,  300~400만원미만,보유하고 있음
24030540091_486356,1,  200~300만원미만,보유하고 있음
24030540091_486358,0,  400~500만원미만,보유하고 있음
24030540091_486360,0,  600만원 이상,보유하고 있음
24030540091_486361,0,  100만원미만,보유하고 있음
24030540091_486368,0,  200~300만원미만,보유하고 있음
24030540091_486383,1,  300~400만원미만,보유하고 있음
24030540091_486385,1,  300~400만원미만,보유하고 있음
24030540091_486388,0,  200~300만원미만,보유하고 있음
24030540091_486396,0,  600만원 이상,보유하고 있음
24030540091_486397,1,  500~600만원미만,보유하고 있음
24030540091_486417,0,  300~400만원미만,보유하고 있음
2403054039A_486422,1,  600만원 이상,보유하고 있음
2403054039A_486423,0,  400~500만원미만,보유하고 있음
2403054039A_486424,0,  100만원미만,보유하지 않음
2403054039A_486426,0,  600만원 이상,보유하고 있음
2403054039A_486429,0,  600만원 이상,보유하고 있음
2403054039A_486432,1,  600만원 이상,보유하고 있음
2403054039A_486437,1,  400~500만원미만,보유하고 있음
2403054039A_486457,0,  600만원 이상,보유하고 있음
2403054039A_486471,0,  400~500만원미만,보유하고 있음
2403054039A_486477,1,  600만원 이상,보유하고 있음
24030570481_511295,1,  200~300만원미만,보유하고 있음
24030570481_511299,0,  300~400만원미만,보유하고 있음
24030570481_511304,1,  400~500만원미만,보유하고 있음
24030570481_511310,0,  400~500만원미만,보유하고 있음
24030570481_511313,0,  400~500만원미만,보유하고 있음
24030570481_511335,0,  400~500만원미만,보유하고 있음
24030570481_511339,0,  100만원미만,보유하지 않음
24030570481_511340,0,  100만원미만,보유하고 있음
24030570481_511342,0,  100~200만원미만,보유하지 않음
24030570481_511346,1,  300~400만원미만,보유하고 있음
24030600471_536572,1,  400~500만원미만,보유하고 있음
24030600471_536573,0,  200~300만원미만,보유하고 있음
24030600471_536574,0,  300~400만원미만,보유하고 있음
24030600471_536575,0,  400~500만원미만,보유하고 있음
24030600471_536576,0,  400~500만원미만,보유하고 있음
24030600471_536587,0,  100만원미만,보유하지 않음
24030600471_536596,0,  300~400만원미만,보유하고 있음
24030600471_536599,0,  200~300만원미만,보유하고 있음
24030600471_536635,1,  200~300만원미만,보유하고 있음
24030600471_536641,1,  400~500만원미만,보유하고 있음
24030610411_561833,0,  300~400만원미만,보유하고 있음
24030610411_561842,1,  100~200만원미만,보유하고 있음
24030610411_561851,0,  200~300만원미만,보유하고 있음
24030610411_561854,0,  400~500만원미만,보유하고 있음
24030610411_561856,0,  300~400만원미만,보유하고 있음
24030610411_561873,0,  200~300만원미만,보유하고 있음
24030610411_561875,1,  500~600만원미만,보유하고 있음
24030610411_561877,1,  300~400만원미만,보유하고 있음
24030610411_561885,0,  300~400만원미만,보유하고 있음
24030610411_561887,0,  300~400만원미만,보유하고 있음
2403062019A_511371,0,  500~600만원미만,보유하고 있음
2403062019A_511372,1,  100만원미만,보유하지 않음
2403062019A_511374,1,  400~500만원미만,보유하고 있음
2403062019A_511376,0,  100~200만원미만,보유하고 있음
2403062019A_511379,1,  400~500만원미만,보유하고 있음
2403062019A_511381,1,  500~600만원미만,보유하고 있음
2403062019A_511384,1,  500~600만원미만,보유하고 있음
2403062019A_511386,1,  100만원미만,보유하고 있음
2403062019A_511388,1,  300~400만원미만,보유하고 있음
2403062019A_511403,1,  500~600만원미만,보유하고 있음
2403063020A_536646,0,  400~500만원미만,보유하고 있음
2403063020A_536648,1,  400~500만원미만,보유하고 있음
2403063020A_536650,1,  400~500만원미만,보유하고 있음
2403063020A_536653,1,  500~600만원미만,보유하고 있음
2403063020A_536655,0,  400~500만원미만,보유하고 있음
2403063020A_536658,0,  100~200만원미만,보유하지 않음
2403063020A_536661,1,  600만원 이상,보유하고 있음
2403063020A_536665,1,  500~600만원미만,보유하고 있음
2403063020A_536690,1,  100만원미만,보유하지 않음
2403063020A_536715,1,  300~400만원미만,보유하고 있음
24030630481_283921,0,  300~400만원미만,보유하고 있음
24030630481_283923,0,  400~500만원미만,보유하고 있음
24030630481_283934,1,  400~500만원미만,보유하고 있음
24030630481_283935,0,  200~300만원미만,보유하고 있음
24030630481_283938,0,  300~400만원미만,보유하고 있음
24030630481_283941,0,  600만원 이상,보유하고 있음
24030630481_283944,0,  500~600만원미만,보유하고 있음
24030630481_283948,0,  300~400만원미만,보유하고 있음
24030630481_283952,0,  400~500만원미만,보유하고 있음
24030630481_283963,0,  500~600만원미만,보유하고 있음
2403064087A_561888,1,  100만원미만,보유하지 않음
2403064087A_561890,1,  100만원미만,보유하지 않음
2403064087A_561891,1,  500~600만원미만,보유하고 있음
2403064087A_561892,0,  500~600만원미만,보유하고 있음
2403064087A_561895,1,  400~500만원미만,보유하고 있음
2403064087A_561897,1,  500~600만원미만,보유하고 있음
2403064087A_561900,1,  400~500만원미만,보유하고 있음
2403064087A_561916,0,  300~400만원미만,보유하고 있음
2403064087A_561932,0,  100~200만원미만,보유하고 있음
2403064087A_561958,1,  600만원 이상,보유하고 있음
24030650181_308761,1,  300~400만원미만,보유하고 있음
24030650181_308762,0,  300~400만원미만,보유하고 있음
24030650181_308765,0,  300~400만원미만,보유하고 있음
